restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
El Tunel D'en Marc Palou,€€-€€€,N,N,6.0,4.0,110,4.0,4.5,4.0,12,Barcelona,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
El Quim de la Boqueria,€€-€€€,Y,Y,5.0,4.5,1571,4.5,4.0,4.5,495,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Lunch"
Sakura-Ya,€€-€€€,N,Y,6.0,4.0,150,4.0,4.0,3.5,4,Barcelona,Certificate of Excellence 2018,Japanese,"Dinner, Lunch"
La Terraza del Claris,€€€€,Y,Y,7.0,4.5,306,4.5,4.5,,42,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Casa Jordi,€€-€€€,Y,Y,7.0,4.5,315,4.5,4.5,4.0,26,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Paradeta Paral·lel,€€-€€€,N,Y,6.0,4.5,241,4.5,4.0,,35,Barcelona,Certificate of Excellence 2020,Spanish,
99 Sushi Bar Barcelona,€€€€,N,Y,7.0,4.0,164,4.5,4.0,,8,Barcelona,,Japanese,"Dinner, Lunch"
A estrela Galega,€€-€€€,N,Y,5.0,4.5,179,4.5,4.0,3.5,9,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Popeye Restaurante,€€-€€€,Y,Y,7.0,4.0,124,4.0,4.0,,10,Barcelona,Certificate of Excellence 2019,Spanish,
filferro,€€-€€€,Y,Y,6.0,4.0,233,4.0,4.0,4.0,33,Barcelona,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Donizetti,€€-€€€,Y,N,6.0,4.5,618,4.5,4.5,4.5,144,Barcelona,Certificate of Excellence 2020,Italian,
El Yantar de la Ribera,€€-€€€,N,N,7.0,4.0,435,4.0,4.0,4.0,46,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante La Perla BCN,€€-€€€,N,N,6.0,4.5,177,4.5,4.5,4.0,27,Barcelona,Certificate of Excellence 2020,,"Breakfast, Lunch"
L'antic magatzem,€€-€€€,N,N,7.0,4.0,149,4.0,4.0,4.0,16,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Robata,€€-€€€,Y,Y,7.0,4.5,1316,4.5,4.0,,182,Barcelona,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
Petra,€€-€€€,Y,Y,7.0,4.5,688,4.5,4.5,4.0,160,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Sindur Indian Cuisine,€€-€€€,N,Y,6.0,4.5,419,4.5,4.5,4.5,123,Barcelona,Certificate of Excellence 2019,Indian,
ATN Restaurant,€€-€€€,N,N,6.0,4.0,239,4.0,4.0,3.5,29,Barcelona,Certificate of Excellence 2019,,
Refugi Del Port,€€-€€€,N,N,,4.0,147,4.0,3.5,3.5,12,Barcelona,Certificate of Excellence 2016,Spanish,"Dinner, Lunch"
Arrosseria Xàtiva Les Corts,€€-€€€,Y,Y,7.0,4.0,694,4.0,4.0,3.5,104,Barcelona,Certificate of Excellence 2019,Spanish,
Rossini,€€-€€€,Y,Y,7.0,4.0,3800,4.5,4.0,4.5,1125,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Montalban Restaurant,€€-€€€,N,N,6.0,4.5,161,5.0,4.5,3.5,15,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Lluis de les moles,€€-€€€,N,Y,6.0,4.5,400,4.5,4.5,4.0,82,Barcelona,Certificate of Excellence 2019,Spanish,
Raco D'en Bauti,€€-€€€,N,N,6.0,3.5,119,4.0,3.5,4.0,6,Barcelona,,Spanish,"Dinner, Lunch"
Samoa,€€-€€€,Y,N,7.0,3.5,636,3.0,3.0,3.0,48,Barcelona,,Italian,
Restaurant Rene,€€-€€€,Y,Y,7.0,4.0,608,4.0,4.0,4.0,130,Barcelona,Certificate of Excellence 2017,Spanish,
Casa de Tapas Cañota,€€-€€€,N,Y,6.0,4.0,1569,4.0,4.0,4.0,206,Barcelona,Certificate of Excellence 2017,Spanish,
La Caleta de Sants,€€-€€€,Y,N,5.0,4.5,464,4.5,4.5,,101,Barcelona,Certificate of Excellence 2019,Caribbean,
Al Jaima,€€-€€€,N,N,7.0,4.0,120,4.0,4.0,3.0,10,Barcelona,,Lebanese,
La Taverneta Nou,€€-€€€,N,N,7.0,4.0,155,4.5,4.5,5.0,24,Barcelona,Certificate of Excellence 2019,French,"Breakfast, Dinner, Lunch"
Maur Muntaner,€€-€€€,N,N,7.0,4.0,214,4.0,4.0,4.0,11,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
La Taberna Griega,€€-€€€,Y,N,6.0,3.5,230,4.0,4.0,3.5,10,Barcelona,,Greek,
Platja Ca La Nuri,€€-€€€,N,Y,7.0,3.5,1026,3.5,3.5,4.0,40,Barcelona,,Spanish,
Sabores de Portugal,€€-€€€,Y,Y,6.0,4.5,435,4.5,4.5,,64,Barcelona,Certificate of Excellence 2020,Portuguese,
Costa Pacífico,€€-€€€,N,Y,7.0,4.5,296,4.5,4.5,,59,Barcelona,Certificate of Excellence 2020,Mexican,
Dos Pebrots,€€-€€€,N,N,,4.0,280,4.0,4.0,,44,Barcelona,,,
Albí,€€-€€€,N,Y,7.0,4.0,117,4.0,4.0,3.5,9,Barcelona,Certificate of Excellence 2020,Spanish,
Amelie,€€-€€€,N,N,7.0,3.5,283,3.5,3.5,4.0,19,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Dostrece,€€-€€€,N,Y,7.0,3.5,344,3.5,3.5,4.0,64,Barcelona,Certificate of Excellence 2013,Spanish,
Vivo Tapas,€€-€€€,Y,Y,7.0,4.5,1902,4.5,4.5,,558,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Ice Wave,€,N,N,7.0,3.5,109,4.0,4.5,,16,Barcelona,Certificate of Excellence 2018,Italian,
Bistrot del Mercado,€€-€€€,Y,Y,5.0,4.0,405,4.5,4.0,4.0,48,Barcelona,,,
El Chigre 1769,€€-€€€,N,Y,7.0,4.5,495,4.5,4.0,,132,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Jabali,€€-€€€,N,N,6.0,4.0,191,4.0,4.0,3.5,17,Barcelona,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
La Vinoteca Torres,€€-€€€,Y,Y,7.0,4.0,738,4.0,4.0,4.0,149,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Reserva Iberica,€€-€€€,N,N,6.0,4.5,137,4.5,4.5,4.5,33,Barcelona,Certificate of Excellence 2019,Spanish,
Can Ganassa,€€-€€€,N,N,6.0,3.0,427,3.0,3.0,3.0,23,Barcelona,,Spanish,
Dos Palillos,€€€€,N,Y,5.0,4.0,1264,4.0,4.0,4.0,228,Barcelona,,Japanese,"Dinner, Lunch"
Sensi Tapas,€€-€€€,Y,Y,7.0,4.5,2310,4.5,4.5,4.5,1004,Barcelona,Certificate of Excellence 2020,Italian,Dinner
Fratelli la Bufala,€€-€€€,N,N,7.0,4.0,557,4.0,3.5,3.5,30,Barcelona,Certificate of Excellence 2016,Italian,
Nou Celler,€€-€€€,N,Y,6.0,4.0,386,3.5,3.5,3.5,86,Barcelona,Certificate of Excellence 2019,Spanish,"Breakfast, Dinner, Lunch"
Veg World India,€€-€€€,Y,Y,6.0,4.5,419,4.5,4.5,4.0,154,Barcelona,Certificate of Excellence 2020,Indian,"Dinner, Lunch"
Musarel·la,€€-€€€,N,N,6.0,4.0,143,4.0,4.0,3.5,10,Barcelona,Certificate of Excellence 2020,Italian,
Bubo Born,€€-€€€,N,N,7.0,4.0,1065,4.5,4.0,4.0,279,Barcelona,Certificate of Excellence 2020,,
Timesburg Sant Joan,€€-€€€,N,Y,7.0,3.5,187,4.0,3.5,,10,Barcelona,,American,"Dinner, Lunch"
El Racó del Mariner,€€-€€€,N,Y,,4.0,103,4.0,3.5,,8,Barcelona,Certificate of Excellence 2019,Spanish,
Massimo,€€-€€€,Y,Y,7.0,4.0,245,4.0,3.5,4.0,11,Barcelona,Certificate of Excellence 2016,Italian,
Taverna del Bisbe,€€-€€€,N,N,7.0,3.5,1387,3.5,3.5,3.5,169,Barcelona,,Spanish,
Krampus,€€-€€€,Y,N,7.0,4.0,243,4.5,4.0,4.0,16,Barcelona,Certificate of Excellence 2020,French,
Pans & Company,€,N,N,7.0,3.5,373,3.5,3.5,3.0,38,Barcelona,,,"Breakfast, Lunch"
El Club dels Aventurers,€€-€€€,N,N,7.0,2.5,229,3.0,3.0,4.0,11,Barcelona,,,"Breakfast, Lunch"
El Fornet D'en Rossend,€,N,N,7.0,4.0,106,4.0,3.5,4.0,22,Barcelona,,,"Breakfast, Lunch"
Son Hao,€€-€€€,Y,N,7.0,4.5,420,4.5,4.5,4.0,168,Barcelona,Certificate of Excellence 2020,Chinese,
Cafe Turo,€€-€€€,N,N,7.0,4.0,126,4.0,4.0,4.5,6,Barcelona,Certificate of Excellence 2017,,
Glaciar,€€-€€€,N,N,6.0,3.5,235,3.5,4.0,4.0,35,Barcelona,Certificate of Excellence 2015,Spanish,Lunch
Escriba Gran Via,€€-€€€,N,N,7.0,4.5,961,4.5,4.0,4.5,186,Barcelona,Certificate of Excellence 2019,,Breakfast
UDON L'Illa,€€-€€€,N,N,6.0,3.5,196,3.5,3.5,3.5,7,Barcelona,,Japanese,
La Baguetina Catalana,€€-€€€,N,N,,1.5,190,1.5,1.5,1.5,1,Barcelona,,,
La Granja 1872,€,N,N,7.0,3.0,182,3.5,3.5,4.5,20,Barcelona,,,"Breakfast, Lunch"
Bodega La Palma,€€-€€€,Y,Y,7.0,4.5,480,4.5,4.5,4.5,123,Barcelona,Certificate of Excellence 2020,Spanish,
La Baguetina Catalana,€€€€,N,N,,1.0,606,1.5,1.5,1.5,2,Barcelona,,,
Casa Varela,€€-€€€,Y,Y,7.0,4.0,396,4.0,4.0,4.0,29,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Milk Bar & Bistro,€€-€€€,N,N,7.0,4.5,2655,4.5,4.5,4.5,1338,Barcelona,Certificate of Excellence 2020,,
Caj Chai,€€-€€€,Y,Y,5.0,4.5,270,4.5,4.5,4.5,68,Barcelona,Certificate of Excellence 2019,,
Le Cucine Mandarosso,€€-€€€,Y,N,6.0,4.0,693,4.0,4.0,4.0,80,Barcelona,Certificate of Excellence 2018,Italian,
Cremeria Toscana,€,N,N,4.0,4.5,201,5.0,4.0,4.0,43,Barcelona,Certificate of Excellence 2018,,
Cal Pinxo,€€-€€€,N,N,7.0,3.0,978,3.5,3.5,3.5,48,Barcelona,,Spanish,
La Gavina,€€-€€€,Y,Y,7.0,3.5,1960,4.0,4.0,4.0,294,Barcelona,,Spanish,
Nice Spice,€€-€€€,Y,N,6.0,4.0,172,4.0,4.0,3.5,29,Barcelona,Certificate of Excellence 2020,Indian,
La Carioca,€,Y,Y,6.0,4.5,208,4.5,4.5,,46,Barcelona,Certificate of Excellence 2020,Brazilian,
Dumbo Café,€€-€€€,N,N,7.0,3.5,131,3.5,3.5,4.0,16,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
The Hip Fish - Gràcia,€€-€€€,Y,Y,7.0,4.0,152,4.0,4.0,,30,Barcelona,,Hawaiian,
Acontraluz,€€€€,Y,Y,7.0,3.5,398,3.5,3.5,4.5,30,Barcelona,Certificate of Excellence 2013,,
La Bota Del Raco,€€-€€€,N,N,1.0,3.5,235,3.5,3.5,4.0,15,Barcelona,,Spanish,"Dinner, Lunch"
Foster's Hollywood,€€-€€€,N,N,7.0,2.5,124,3.0,2.5,3.0,3,Barcelona,,American,
Dolce Pizza y Los Veganos,€€-€€€,Y,Y,7.0,4.5,121,4.5,4.5,,27,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Barnabier,€€-€€€,N,Y,7.0,3.5,834,3.5,4.0,3.5,86,Barcelona,,Spanish,"Dinner, Lunch"
Restaurant Ca La Montse,€€-€€€,N,N,7.0,4.0,224,4.0,4.0,3.5,9,Barcelona,Certificate of Excellence 2019,,"Breakfast, Dinner, Lunch"
Cafe del Gallery,€€-€€€,Y,Y,7.0,4.5,180,4.0,4.5,4.0,12,Barcelona,Certificate of Excellence 2019,Spanish,
Cafe Dore,€€-€€€,N,N,,3.5,113,3.5,4.0,3.5,21,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
El Passatge del Murmuri,€€-€€€,Y,Y,7.0,3.5,450,3.5,4.0,3.5,41,Barcelona,,Spanish,
Dual Cafe,€€-€€€,Y,Y,6.0,5.0,183,4.5,5.0,,66,Barcelona,Certificate of Excellence 2020,,
Barcelona Bagels,€,Y,N,6.0,4.5,103,4.5,4.5,,42,Barcelona,Certificate of Excellence 2020,,
Koi Koi,€€€€,Y,N,7.0,3.5,153,4.0,3.5,,8,Barcelona,,Japanese,
Gola Taperia,€€-€€€,Y,Y,7.0,4.5,173,4.0,4.5,,16,Barcelona,Certificate of Excellence 2020,Italian,
Marea Alta,€€€€,N,Y,6.0,4.0,551,4.5,4.5,,43,Barcelona,Certificate of Excellence 2019,Spanish,
La Focaccia,€€-€€€,N,N,6.0,4.0,163,4.5,4.5,4.5,12,Barcelona,Certificate of Excellence 2017,Italian,
Cervecería Canarias,€€-€€€,N,N,7.0,3.0,289,3.5,3.0,3.5,14,Barcelona,,Azerbaijani,"Dinner, Lunch"
Ivy Resto Lounge,€€€€,Y,Y,5.0,4.0,150,4.0,4.0,,11,Barcelona,Certificate of Excellence 2019,Spanish,
Cantina Mexicana La Hacienda,€€-€€€,Y,N,7.0,4.0,125,4.5,4.5,,24,Barcelona,Certificate of Excellence 2019,Mexican,"Dinner, Lunch"
Sailor,€€-€€€,N,N,,1.5,306,2.0,2.0,2.5,5,Barcelona,,Spanish,
Roast Club Specialty Coffee Roasters,€,Y,Y,6.0,5.0,341,5.0,5.0,,127,Barcelona,Certificate of Excellence 2020,,"Breakfast, Lunch"
el Trencadís,€€-€€€,Y,Y,,4.5,112,4.5,4.5,,16,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Xiroi Ca La Nuri,€€-€€€,N,N,7.0,3.5,290,3.5,3.5,,35,Barcelona,,Spanish,"Dinner, Lunch"
Tapas Royale,€,N,N,,4.0,426,4.0,4.0,4.0,67,Barcelona,Certificate of Excellence 2020,Spanish,Dinner
Rudi of Pirate Cooking,€€-€€€,N,N,7.0,5.0,228,5.0,5.0,,144,Barcelona,Certificate of Excellence 2020,Spanish,Dinner
Restaurant Port Vell,€€-€€€,N,N,7.0,3.5,760,3.5,3.5,3.5,70,Barcelona,,Spanish,"Dinner, Lunch"
Mako,€€-€€€,N,Y,7.0,4.5,283,4.5,4.5,,36,Barcelona,Certificate of Excellence 2020,Japanese,
La Adelita Botanero,€€-€€€,Y,Y,7.0,4.5,210,4.5,4.5,,30,Barcelona,Certificate of Excellence 2020,Mexican,"Dinner, Lunch"
Cecconi's Barcelona,€€-€€€,Y,Y,7.0,4.5,604,4.5,4.5,,148,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
"Osteria da Rudy. Restaurante, Pizzeria",€€-€€€,Y,Y,6.0,5.0,191,5.0,5.0,,35,Barcelona,Certificate of Excellence 2020,Italian,
Restaurante Cuines,€€-€€€,N,N,,1.5,208,2.0,2.0,,4,Barcelona,,Spanish,
Bellillo,€€-€€€,Y,N,,4.5,233,4.5,4.5,,33,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Mr Robinson Barcelona,€€-€€€,Y,N,7.0,4.0,199,4.5,4.5,,59,Barcelona,Certificate of Excellence 2019,,
Madame,€€-€€€,Y,Y,,4.5,261,4.5,4.5,,19,Barcelona,Certificate of Excellence 2020,Japanese,
El Nacional - La Llotja,€€€€,N,N,7.0,4.0,597,4.0,4.0,4.0,79,Barcelona,,,
Teoric Taverna Gastronomica,€€-€€€,Y,Y,5.0,5.0,953,5.0,5.0,,310,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Black Remedy,€€-€€€,Y,Y,7.0,4.0,315,4.0,4.0,,116,Barcelona,Certificate of Excellence 2020,,"Breakfast, Lunch"
La Tere Gastrobar,€€-€€€,Y,Y,6.0,4.5,328,4.5,4.5,,53,Barcelona,Certificate of Excellence 2020,Spanish,
Agreste de Fabio & Roser,€€€€,Y,Y,6.0,4.5,279,5.0,5.0,,31,Barcelona,Certificate of Excellence 2020,Spanish,
Lesense,€€-€€€,N,N,7.0,3.0,121,3.0,2.5,,2,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Paisano Bistro,€€-€€€,Y,Y,7.0,5.0,779,4.5,5.0,,322,Barcelona,Certificate of Excellence 2020,Italian,"Breakfast, Lunch"
Nomm,€€-€€€,Y,Y,6.0,4.5,338,4.5,5.0,,161,Barcelona,Certificate of Excellence 2020,Chinese,
Bodega Biarritz,€€-€€€,N,N,6.0,5.0,3642,4.5,5.0,,1211,Barcelona,Certificate of Excellence 2020,,
Habibi Restaurant Shisha Bar,€€-€€€,Y,Y,7.0,4.0,140,4.0,4.0,,39,Barcelona,Certificate of Excellence 2018,Lebanese,"Dinner, Lunch"
Vegetalia Gotico,€€-€€€,Y,Y,7.0,4.5,1607,4.0,4.0,4.0,499,Barcelona,Certificate of Excellence 2019,Spanish,
Eden Napoletano,€€-€€€,Y,N,,4.5,124,4.5,4.5,,17,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Ándele París,€€-€€€,Y,Y,7.0,5.0,507,4.5,5.0,,38,Barcelona,Certificate of Excellence 2020,Mexican,
Bar La Plata,€,N,N,6.0,4.5,756,4.5,4.5,4.5,196,Barcelona,Certificate of Excellence 2020,,
Cuba de Janeiro,€€-€€€,Y,Y,,4.0,141,4.0,3.5,,16,Barcelona,Certificate of Excellence 2018,,
Chivuo's Slow Street Food & Craft Beer,€€-€€€,N,N,6.0,4.5,104,4.5,4.5,,15,Barcelona,Certificate of Excellence 2020,American,
Yoüme Sushi,€€-€€€,Y,Y,7.0,4.0,111,3.5,3.5,,18,Barcelona,Certificate of Excellence 2018,Japanese,
El Asador del Bierzo,€€-€€€,N,N,,4.0,144,4.0,4.0,,13,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Lonja de Tapas - Pla de Palau,€€-€€€,N,N,7.0,4.0,557,4.0,4.0,3.5,83,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
BocaBoca Street Food,€€-€€€,Y,Y,6.0,4.5,161,4.5,4.5,,6,Barcelona,Certificate of Excellence 2020,American,
D Chef Corner,€€-€€€,N,Y,6.0,4.5,110,4.5,4.5,,13,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Arrosseria Xativa Gràcia,€€-€€€,Y,Y,7.0,4.0,806,4.0,4.0,3.5,118,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Placa Gastro Mercat,€€-€€€,Y,Y,6.0,4.0,111,4.0,4.0,,16,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Beam,€€-€€€,Y,Y,6.0,4.5,219,4.5,4.5,,71,Barcelona,Certificate of Excellence 2020,,
A'Palloza,€€-€€€,N,Y,7.0,4.0,118,4.0,4.0,,4,Barcelona,Certificate of Excellence 2018,Spanish,
Ovante,€€-€€€,Y,Y,,4.5,191,4.0,4.0,,6,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Hawker 45,€€-€€€,Y,Y,5.0,4.5,360,4.5,4.5,,134,Barcelona,Certificate of Excellence 2020,Philippine,
Tomate,€€-€€€,Y,Y,,4.0,120,4.5,4.0,,13,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Parallelo,€,Y,Y,7.0,5.0,172,5.0,5.0,,47,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Catalunya Restaurant,€€-€€€,Y,Y,7.0,4.5,1157,4.0,4.0,,448,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Camino Friendly Grill,€€-€€€,Y,Y,5.0,4.5,337,4.5,4.5,,126,Barcelona,Certificate of Excellence 2020,,
Mastico.,€€-€€€,N,Y,7.0,4.5,512,4.5,4.5,,67,Barcelona,Certificate of Excellence 2020,Spanish,
Pizzeria Napoli Centrale,€€-€€€,Y,N,7.0,3.5,120,4.0,3.5,,9,Barcelona,,Spanish,"Dinner, Lunch"
Restaurant Indian Shanti,€€-€€€,Y,Y,6.0,4.0,247,4.0,4.0,3.5,24,Barcelona,Certificate of Excellence 2020,Indian,
Rita Rouge,€€-€€€,N,N,7.0,3.5,193,3.5,3.5,4.0,14,Barcelona,Certificate of Excellence 2013,Spanish,"Breakfast, Dinner, Lunch"
La Menuda - Craft Beer & Crazy Food,€€-€€€,Y,Y,6.0,4.5,184,4.5,5.0,,47,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Kimchi Mama,€€-€€€,Y,Y,6.0,5.0,132,5.0,5.0,,31,Barcelona,Certificate of Excellence 2020,Korean,"Dinner, Lunch"
Pork&Tuna,€€-€€€,Y,Y,7.0,4.5,131,4.5,4.5,,31,Barcelona,Certificate of Excellence 2020,Spanish,
Restaurant Montiel,€€€€,Y,Y,6.0,4.5,2531,4.5,4.5,4.5,1418,Barcelona,,Spanish,
Restaurant Can Costa,€€-€€€,N,N,7.0,3.0,402,2.5,3.0,3.0,34,Barcelona,,Spanish,
Thailandes Thai Restaurant,€€-€€€,Y,Y,6.0,4.0,202,4.0,4.0,4.0,37,Barcelona,Certificate of Excellence 2019,Thai,
Crudo Bar,€€-€€€,Y,Y,3.0,4.5,1018,4.5,4.5,,320,Barcelona,Certificate of Excellence 2020,,
Arrosseria Gaudi,€€-€€€,Y,Y,7.0,4.5,538,4.5,4.5,,82,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
La Pala Boqueria,€€-€€€,Y,N,7.0,4.5,125,4.5,5.0,,30,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Perikete Tapas,€€-€€€,N,N,6.0,4.0,462,4.5,4.0,,108,Barcelona,Certificate of Excellence 2020,Spanish,
La Trocadero,€,Y,Y,6.0,4.5,236,4.5,4.5,,74,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Parlament Cuina de Barri,€€-€€€,Y,Y,7.0,3.5,176,4.0,3.5,,10,Barcelona,,Spanish,
Arrosseria Las Arenas,€€-€€€,Y,Y,7.0,4.5,1677,3.5,4.0,,365,Barcelona,Certificate of Excellence 2020,Italian,
La Despensa de Mitre,€€-€€€,Y,Y,7.0,5.0,501,4.5,5.0,,61,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Buenaventura Café,€€-€€€,Y,Y,6.0,4.5,205,4.5,4.0,,65,Barcelona,Certificate of Excellence 2020,,
Casa Pamplinas,€€-€€€,N,Y,7.0,4.0,110,4.5,4.5,,1,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Portal De La Pau,€€-€€€,N,N,7.0,4.5,912,3.0,3.5,,332,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Genove 1911,€€-€€€,N,N,,2.5,373,2.5,2.5,2.5,27,Barcelona,,Spanish,
El Flako,€,Y,Y,6.0,4.0,126,4.5,4.0,,11,Barcelona,Certificate of Excellence 2018,,
Quillo Bar,€€-€€€,N,N,7.0,3.5,339,,,,53,Barcelona,,,
Sucursal Aceitera,€€-€€€,Y,Y,7.0,4.0,206,4.0,4.0,,22,Barcelona,,Spanish,"Dinner, Lunch"
Ramen-ya Ajisen Artesanal,€€-€€€,Y,N,6.0,4.5,103,4.5,4.0,,4,Barcelona,Certificate of Excellence 2019,Japanese,
Flax & Kale à porter,€€-€€€,Y,Y,6.0,3.5,110,4.0,3.5,,21,Barcelona,,,
Restaurante Ocho Patas,€€€€,Y,N,7.0,3.5,150,4.0,4.0,,3,Barcelona,,Spanish,"Dinner, Lunch"
El Raco del Peix,€€-€€€,N,Y,7.0,4.0,137,3.5,3.5,,0,Barcelona,Certificate of Excellence 2019,Spanish,
La Caleta de Gracia,€€-€€€,N,N,6.0,4.0,279,4.0,4.0,4.0,17,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Nikkei 103,€€-€€€,N,Y,,4.0,188,4.5,4.0,,8,Barcelona,,Japanese,"Dinner, Lunch"
La Barra,€€€€,N,Y,5.0,4.0,287,4.5,4.0,,38,Barcelona,,Spanish,
Tutu Vietnamese Cuisine,€,Y,Y,6.0,4.5,155,4.5,4.5,,18,Barcelona,Certificate of Excellence 2020,Vietnamese,
Zed,€€-€€€,Y,Y,5.0,4.5,590,4.5,4.5,,181,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Arabica,€€-€€€,Y,N,7.0,4.5,151,4.5,4.0,,16,Barcelona,Certificate of Excellence 2020,Lebanese,
El Kiosko,€€-€€€,Y,Y,6.0,4.5,130,4.5,4.5,,8,Barcelona,Certificate of Excellence 2020,Spanish,
Granja M. Viader,€,N,N,6.0,4.0,925,4.5,4.0,4.5,156,Barcelona,Certificate of Excellence 2018,,Breakfast
La Fabrica (Empanadas Argentinas),€,Y,N,,4.5,299,4.5,4.5,,64,Barcelona,,Latin,Lunch
Món Viêt,€€-€€€,Y,Y,6.0,4.5,257,4.0,4.5,,18,Barcelona,Certificate of Excellence 2020,Vietnamese,
Bopan Rambla,€€-€€€,Y,N,7.0,3.0,224,3.5,3.0,4.0,15,Barcelona,,Spanish,
La Confiteria,€€-€€€,N,N,7.0,4.5,291,4.5,4.5,,92,Barcelona,Certificate of Excellence 2020,,
Buon Appetito,€€-€€€,Y,N,7.0,4.5,835,4.5,4.5,4.5,130,Barcelona,Certificate of Excellence 2020,Italian,
M2 Gluten Free,€€-€€€,Y,Y,7.0,4.0,106,4.0,4.0,,15,Barcelona,Certificate of Excellence 2019,,
Ramen House,€€-€€€,Y,Y,6.0,4.5,147,4.5,4.5,,23,Barcelona,Certificate of Excellence 2020,Japanese,
Obama,€€-€€€,N,N,7.0,4.0,733,3.5,4.0,4.5,184,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Vinitus,€€-€€€,N,N,7.0,4.5,3780,4.5,4.5,4.0,1071,Barcelona,Certificate of Excellence 2020,,
La Cuina de Laietana,€€-€€€,Y,Y,7.0,4.5,416,4.5,4.5,,92,Barcelona,Certificate of Excellence 2020,Spanish,
Taco Alto,€,Y,Y,7.0,4.5,246,4.5,4.5,,42,Barcelona,Certificate of Excellence 2020,Mexican,"Dinner, Lunch"
THAI ZAAP Restaurant,€€-€€€,Y,Y,5.0,4.5,106,4.5,4.5,,23,Barcelona,Certificate of Excellence 2020,Thai,
La Gormanda,€€-€€€,Y,Y,,4.5,185,4.5,4.5,,18,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Mana 75,€€-€€€,Y,Y,7.0,4.5,482,4.5,4.5,,50,Barcelona,Certificate of Excellence 2020,Spanish,
Mosquito,€,Y,N,7.0,4.0,1332,4.0,3.5,4.0,195,Barcelona,Certificate of Excellence 2016,Chinese,"Dinner, Lunch"
Mediamanga,€€€€,Y,Y,7.0,4.5,260,4.5,4.5,,53,Barcelona,,Spanish,
GreenVita Healthy Kitchen,€€-€€€,Y,Y,7.0,4.5,286,4.0,4.0,,33,Barcelona,Certificate of Excellence 2020,,
Spark,€€-€€€,N,Y,7.0,4.5,275,4.5,4.5,,28,Barcelona,Certificate of Excellence 2020,Spanish,
