restaurant_name,price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,last_certificate_excellence,cuisine_nation,meals
Tapas & Beer,€€-€€€,N,N,,3.0,130,3.0,3.5,3.5,10,Barcelona,,Spanish,
Restaurante Mi Rincon,€€-€€€,Y,N,7.0,4.5,193,4.5,4.5,4.5,33,Barcelona,Certificate of Excellence 2020,Latin,
La Nueva Marquesa,€€-€€€,Y,Y,6.0,4.5,367,4.5,4.5,4.0,43,Barcelona,Certificate of Excellence 2020,Spanish,Lunch
La Llibertaria,€,N,Y,6.0,4.5,406,4.5,4.5,4.5,67,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Pepa Tomate,€€-€€€,Y,Y,7.0,3.5,1050,3.5,3.5,4.0,74,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
El Cafeto,€,N,N,7.0,4.0,136,4.0,4.0,4.0,23,Barcelona,Certificate of Excellence 2019,Spanish,"Breakfast, Lunch"
Mercer Restaurant,€€€€,N,N,5.0,4.5,127,4.5,4.5,4.5,37,Barcelona,,Spanish,"Dinner, Lunch"
Nomomoto,€€-€€€,N,N,7.0,3.5,105,3.5,3.5,,3,Barcelona,,Japanese,Dinner
Anauco,€€-€€€,Y,Y,7.0,4.5,875,4.5,4.5,4.0,158,Barcelona,Certificate of Excellence 2020,American,
Taller de Tapas Rambla de les FLors,€€-€€€,N,Y,7.0,4.0,2263,4.5,4.5,4.0,445,Barcelona,Certificate of Excellence 2020,Spanish,
Futami,€€-€€€,N,Y,6.0,4.5,165,4.5,4.0,4.0,30,Barcelona,Certificate of Excellence 2019,Japanese,"Dinner, Lunch"
La Braseria del Portus,€€-€€€,N,N,7.0,3.5,136,3.5,3.5,3.5,13,Barcelona,Certificate of Excellence 2014,Spanish,"Dinner, Lunch"
Midori Sushi,€€-€€€,N,N,7.0,4.0,171,4.5,4.5,4.0,10,Barcelona,Certificate of Excellence 2018,Japanese,"Dinner, Lunch"
"La Tagliatella Plaça Catalunya, Barcelona",€€-€€€,N,N,7.0,3.5,252,4.0,4.0,3.5,36,Barcelona,,Italian,
Via Margutta,€€-€€€,Y,Y,7.0,4.0,325,4.0,4.0,4.0,49,Barcelona,Certificate of Excellence 2020,Italian,
La Catedra,€,N,N,7.0,3.5,164,3.5,4.0,3.5,15,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Friss Juice Cafe,€€-€€€,N,N,,2.5,125,3.0,3.5,3.5,5,Barcelona,,,
Vermuteria Lou,€€-€€€,N,N,6.0,4.0,181,4.0,3.5,3.0,17,Barcelona,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
Bierzo food,€€-€€€,Y,N,6.0,4.5,1309,4.5,4.5,4.5,231,Barcelona,Certificate of Excellence 2020,Spanish,
EL Argentino,€€-€€€,N,Y,7.0,4.0,1246,4.0,4.0,4.0,59,Barcelona,Certificate of Excellence 2020,Latin,
Bar del foyer del Palau de la Musica,€€-€€€,N,N,6.0,4.0,132,3.5,3.5,4.5,11,Barcelona,Certificate of Excellence 2017,Spanish,"Breakfast, Dinner, Lunch"
Ladune,€€-€€€,N,N,,3.0,140,3.5,4.0,3.5,0,Barcelona,,Spanish,"Dinner, Lunch"
Espai Kru,€€€€,N,Y,,4.5,981,4.5,4.0,4.0,116,Barcelona,,Japanese,
PaTapas,€€-€€€,N,N,7.0,3.0,421,3.0,3.0,3.5,28,Barcelona,,Spanish,"Dinner, Lunch"
Chocolateria Valor Barcelona,€€-€€€,N,N,7.0,4.0,188,4.0,4.0,3.5,33,Barcelona,Certificate of Excellence 2019,Spanish,Breakfast
Al Sultan,€€-€€€,Y,N,6.0,3.5,182,4.0,3.5,4.0,6,Barcelona,,Moroccan,"Dinner, Lunch"
Cafe Pages,€€-€€€,N,N,6.0,4.0,131,4.0,4.0,4.0,11,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Puiggros,€,N,N,,4.5,211,4.5,4.0,4.5,39,Barcelona,Certificate of Excellence 2018,,
La Pubilla,€€-€€€,Y,Y,6.0,4.5,648,4.5,4.0,4.0,137,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Ikibana Paralelo,€€€€,Y,Y,7.0,4.0,1766,4.5,4.0,4.5,252,Barcelona,Certificate of Excellence 2020,Japanese,
El Rincon del Artista,€€-€€€,N,N,7.0,3.5,304,4.0,4.0,3.5,30,Barcelona,,Spanish,
Bar 1800,€,N,N,,4.0,129,4.0,4.5,4.0,23,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
La Capricciosa,€,Y,Y,7.0,4.0,536,4.5,4.5,4.0,46,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Salzburg Cerveceria,€,N,N,7.0,3.5,230,3.5,3.5,3.5,8,Barcelona,,,"Dinner, Lunch"
Mount Everest,€,Y,Y,7.0,4.0,101,4.5,4.5,,13,Barcelona,Certificate of Excellence 2017,,"Dinner, Lunch"
Akashi Gallery,€€-€€€,Y,Y,5.0,4.5,344,4.5,4.5,5.0,45,Barcelona,Certificate of Excellence 2019,Japanese,
Pizza Paco,€,Y,N,7.0,3.5,221,4.0,4.0,4.0,32,Barcelona,,Italian,"Dinner, Lunch"
Bodega Biarritz 1881,€€-€€€,Y,N,6.0,4.5,4414,4.5,4.5,4.5,1448,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Giorgio Barcelona,€€-€€€,Y,Y,7.0,4.5,737,4.5,4.5,4.5,173,Barcelona,Certificate of Excellence 2019,Italian,
Taverna El Ficus,€€-€€€,N,N,4.0,4.5,124,4.5,4.5,4.5,5,Barcelona,Certificate of Excellence 2018,Italian,
Casa Jaime,€€-€€€,N,N,7.0,4.0,462,4.0,4.0,4.0,85,Barcelona,Certificate of Excellence 2017,Spanish,
Resolis,€€-€€€,N,N,7.0,4.5,151,4.5,4.5,4.5,29,Barcelona,Certificate of Excellence 2016,Spanish,Dinner
Ramen-ya Hiro,€,N,N,6.0,4.5,1206,4.5,4.0,4.0,119,Barcelona,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
Cerveceria 100 Montaditos,€,N,N,7.0,4.0,108,4.0,4.0,4.0,8,Barcelona,Certificate of Excellence 2015,Spanish,"Dinner, Lunch"
Swagatam Bar-Restaurant Hindu,€€-€€€,Y,Y,7.0,4.5,952,4.5,4.5,4.0,432,Barcelona,Certificate of Excellence 2020,Indian,"Dinner, Lunch"
Granja Petitbo,€€-€€€,Y,Y,7.0,4.0,787,4.0,3.5,4.0,93,Barcelona,Certificate of Excellence 2015,,"Breakfast, Lunch"
Gandhi Restaurant,€€-€€€,Y,Y,7.0,3.5,332,4.0,3.5,3.5,53,Barcelona,,Indian,
D'estiu,€€-€€€,N,N,6.0,4.0,111,4.0,4.0,4.5,26,Barcelona,Certificate of Excellence 2017,Spanish,"Breakfast, Lunch"
"La Tagliatella Barceloneta, Barcelona",€€-€€€,Y,N,3.0,3.5,355,4.0,4.0,4.0,45,Barcelona,Certificate of Excellence 2016,Italian,"Dinner, Lunch"
Sensi Bistro Barcelona,€€-€€€,Y,Y,7.0,4.5,2098,4.5,4.5,4.5,978,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Kaguya-Hime,€€-€€€,Y,N,7.0,4.0,104,4.0,4.0,4.0,8,Barcelona,Certificate of Excellence 2017,Japanese,"Dinner, Lunch"
Firo Tast,€€-€€€,Y,Y,7.0,4.0,355,4.0,4.0,4.0,39,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Gines Restaurante,€€-€€€,N,N,,4.0,135,4.5,4.0,3.5,5,Barcelona,Certificate of Excellence 2020,Spanish,Lunch
Riera29 restaurant,€€-€€€,Y,Y,5.0,4.5,175,4.5,4.0,4.5,26,Barcelona,Certificate of Excellence 2020,Spanish,
Restaurante Santa María del Mar,€€-€€€,N,N,7.0,3.5,458,3.5,3.5,3.5,33,Barcelona,,Spanish,"Dinner, Lunch"
MasQMenos Rambla 46,€€-€€€,N,N,7.0,3.5,342,4.0,4.0,4.0,25,Barcelona,,Spanish,"Dinner, Lunch"
Centric,€€-€€€,Y,Y,7.0,4.5,430,4.5,4.0,4.5,130,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Pans & Company,€,N,N,,3.5,361,3.5,3.5,3.5,22,Barcelona,,,"Breakfast, Lunch"
Los Pescadores,€,N,N,6.0,4.5,101,4.5,4.5,4.5,8,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
La Higuera,€€-€€€,N,N,6.0,4.5,157,4.5,5.0,4.5,52,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Gelida,€,N,N,6.0,4.5,229,4.5,4.0,4.0,14,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Lizarran,€,N,N,7.0,3.5,102,3.5,3.5,4.0,8,Barcelona,,Spanish,"Dinner, Lunch"
Rio Dragon,€€-€€€,Y,N,,4.5,169,4.5,4.5,4.0,4,Barcelona,Certificate of Excellence 2018,Chinese,"Dinner, Lunch"
MinE,€€-€€€,Y,Y,7.0,4.5,283,4.5,4.5,4.0,62,Barcelona,Certificate of Excellence 2020,Spanish,
La Panxa del Bisbe,€€-€€€,N,Y,5.0,4.5,596,4.5,4.5,4.0,115,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
La Riera,€,Y,Y,6.0,4.5,142,4.5,5.0,4.0,13,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Sor Rita Bar,€,N,N,7.0,4.0,183,3.5,4.0,4.5,26,Barcelona,Certificate of Excellence 2020,,
Copa Cafè,€€-€€€,Y,N,6.0,4.0,129,3.5,3.5,3.5,21,Barcelona,Certificate of Excellence 2020,Spanish,
Taperia Ordesa,€€-€€€,Y,Y,7.0,4.0,350,4.0,4.5,4.0,57,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Dinner, Lunch"
Eyescream and Friends,€€-€€€,N,N,7.0,4.0,248,4.0,4.5,4.5,63,Barcelona,Certificate of Excellence 2018,,
De-paso by Tras Paso,€€-€€€,Y,Y,7.0,4.5,257,4.5,4.5,4.5,84,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
El Paraigua,€€-€€€,N,N,7.0,3.5,120,3.0,3.5,4.0,10,Barcelona,,Spanish,"Dinner, Lunch"
Restaurante Marin,€€-€€€,N,N,,4.5,106,4.5,4.5,4.5,0,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
100 Montaditos,€,N,N,7.0,3.5,124,3.5,3.5,3.0,14,Barcelona,,Spanish,"Dinner, Lunch"
AFRODITA Restaurant,€€-€€€,N,N,7.0,4.0,204,4.0,4.0,4.0,44,Barcelona,Certificate of Excellence 2020,Spanish,
Volta al Món,€€-€€€,N,N,5.0,4.5,529,4.5,4.5,4.5,76,Barcelona,Certificate of Excellence 2020,Spanish,
Ribs,€€-€€€,N,N,7.0,2.5,164,3.5,3.0,4.0,3,Barcelona,,American,"Dinner, Lunch"
Sitar Restaurant,€€-€€€,Y,N,7.0,4.0,341,4.0,4.0,4.0,85,Barcelona,Certificate of Excellence 2020,Indian,"Dinner, Lunch"
Tuscania Food and Wine,€€-€€€,Y,Y,7.0,4.5,619,4.5,4.5,4.5,199,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
SOCO Poblenou,€€-€€€,Y,N,7.0,3.5,231,4.0,4.0,3.5,24,Barcelona,,Italian,
Mont Bar,€€€€,N,Y,7.0,4.5,1023,4.5,4.5,4.5,282,Barcelona,,Spanish,"Dinner, Lunch"
Bella Italia,€,Y,N,7.0,4.5,925,4.5,4.5,4.0,159,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Morryssom,€,N,N,6.0,4.0,327,4.0,4.0,4.0,52,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
"La Tagliatella C/ Mallorca, Barcelona",€€-€€€,Y,N,6.0,4.0,316,4.0,4.0,4.0,52,Barcelona,Certificate of Excellence 2015,Italian,
O' Principe,€€-€€€,Y,N,7.0,4.0,313,4.0,4.0,4.0,32,Barcelona,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Mamma Lucia,€€-€€€,Y,N,6.0,4.5,206,4.5,4.5,4.5,23,Barcelona,Certificate of Excellence 2020,Southern-Italian,
Spice Cafe,€€-€€€,Y,Y,6.0,4.5,307,5.0,5.0,4.5,112,Barcelona,Certificate of Excellence 2020,American,
Xurreria Dels Banys Nous,€,N,N,,4.5,649,4.5,4.5,3.5,202,Barcelona,Certificate of Excellence 2020,Spanish,
ComoLoComo Pizza Al Corte,€,Y,N,7.0,4.5,155,4.5,4.5,4.5,26,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
BelleBuon,€€-€€€,N,Y,6.0,5.0,2685,5.0,4.5,4.5,402,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Las Delicias Del Carmelo,€,N,N,6.0,4.0,552,4.5,4.0,4.0,46,Barcelona,Certificate of Excellence 2019,Spanish,"Dinner, Lunch"
Terra Mia,€€-€€€,Y,Y,7.0,4.5,461,4.5,4.5,4.5,95,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Foxy Bar,€€-€€€,N,N,7.0,4.5,168,4.0,4.5,4.5,66,Barcelona,Certificate of Excellence 2018,,
Portic Boqueria,€€-€€€,N,N,6.0,3.0,207,3.5,3.5,3.5,4,Barcelona,,Spanish,"Dinner, Lunch"
Plaza de Angel 5,€€-€€€,N,N,,2.0,428,2.0,2.0,2.5,14,Barcelona,,Spanish,
Bar Restaurante Victoria,€,N,N,7.0,3.5,152,4.0,4.0,3.5,8,Barcelona,,Spanish,"Dinner, Lunch"
Il Giardinetto de Gracia,€€-€€€,N,N,6.0,4.0,154,4.0,4.0,4.0,1,Barcelona,Certificate of Excellence 2015,Italian,"Dinner, Lunch"
Club de L'empanada,€,N,N,6.0,4.5,208,4.5,4.5,4.0,28,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Rasoterra,€€-€€€,Y,Y,6.0,4.5,871,4.5,4.5,4.5,241,Barcelona,Certificate of Excellence 2020,Spanish,
La Tertulia,€€-€€€,N,N,6.0,4.0,301,4.0,4.0,4.0,39,Barcelona,Certificate of Excellence 2020,Spanish,
Tarannà Café,€€-€€€,N,N,6.0,4.0,251,4.5,4.0,4.5,42,Barcelona,Certificate of Excellence 2018,,
Bar Piranya,€,N,N,,3.0,147,3.5,4.0,3.0,10,Barcelona,,Spanish,Lunch
Wok Street Sagrada Familia,€,Y,N,7.0,4.0,230,4.0,4.0,4.0,40,Barcelona,Certificate of Excellence 2017,Chinese,"Dinner, Lunch"
Foc i Oli Aribau,€€-€€€,N,N,6.0,4.5,992,4.5,4.5,4.5,350,Barcelona,Certificate of Excellence 2020,American,"Dinner, Lunch"
La Burrata,€€-€€€,N,N,7.0,4.0,180,4.5,4.5,4.0,21,Barcelona,Certificate of Excellence 2018,Italian,"Dinner, Lunch"
Wok Street Diagonal Mar,€,N,N,7.0,3.5,157,3.5,3.5,3.5,23,Barcelona,,,"Dinner, Lunch"
Boldu,€,N,N,6.0,4.0,279,4.0,4.0,4.5,69,Barcelona,Certificate of Excellence 2017,,
El Raco de l'Avi Melcior,€€-€€€,N,N,6.0,4.0,155,4.0,4.0,3.5,0,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Perla Nera,€€-€€€,N,N,,3.5,130,3.5,3.5,3.5,9,Barcelona,,Italian,"Dinner, Lunch"
Bosc de les Fades,€€-€€€,N,N,7.0,4.0,402,3.5,3.5,4.5,47,Barcelona,Certificate of Excellence 2020,Spanish,
Racó de Bonsuccés,€€-€€€,Y,Y,6.0,4.5,164,4.5,4.5,4.5,36,Barcelona,Certificate of Excellence 2020,Spanish,
Cappuccino,€€-€€€,N,N,7.0,2.0,603,2.5,2.0,2.5,16,Barcelona,,,
Bo de Boqueria,€€-€€€,Y,Y,6.0,4.5,1078,4.5,4.5,3.5,330,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
"La Tagliatella CC La Maquinista, Barcelona",€€-€€€,Y,N,7.0,3.5,272,3.5,3.5,3.0,3,Barcelona,,Italian,
Oval,€€-€€€,Y,Y,7.0,4.0,756,4.0,3.5,4.0,75,Barcelona,,American,
Antonio's,€,Y,Y,6.0,4.5,122,4.5,4.5,4.5,12,Barcelona,Certificate of Excellence 2020,Spanish,
Central Park Barcelona,€€-€€€,N,N,7.0,4.0,227,4.0,4.0,4.5,22,Barcelona,Certificate of Excellence 2016,Spanish,"Breakfast, Dinner, Lunch"
Gastro-Taqueria Mexicana,€€-€€€,Y,Y,6.0,4.5,212,4.5,4.0,4.0,18,Barcelona,Certificate of Excellence 2020,Mexican,
Lido,€,N,N,7.0,3.5,176,3.5,4.0,3.0,18,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
Villa Emilia Zinc Bar,€€-€€€,Y,N,6.0,4.5,144,4.0,4.5,4.5,31,Barcelona,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
La llavor d'Isis,€€-€€€,N,N,,3.0,106,3.0,3.5,3.5,6,Barcelona,,Spanish,
Riko's,€,N,N,,2.5,135,3.0,2.5,2.5,6,Barcelona,,Peruvian,
Mochica,€€-€€€,N,N,7.0,3.0,162,3.5,3.0,3.0,8,Barcelona,,Peruvian,"Dinner, Lunch"
Rias Do Miño,€€-€€€,N,N,6.0,3.5,155,4.0,4.0,4.0,17,Barcelona,,Spanish,"Dinner, Lunch"
Pakta Restaurant,€€€€,N,N,5.0,4.5,684,4.5,4.5,4.5,183,Barcelona,,Japanese,"Dinner, Lunch"
La Tasqueta De Blai,€,Y,N,7.0,4.5,2716,4.5,4.5,4.5,736,Barcelona,Certificate of Excellence 2020,,
Ramona Bar,€€-€€€,N,N,,4.0,127,4.0,4.0,4.0,16,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Colmado Barcelona,€€-€€€,N,N,7.0,4.0,277,4.0,3.5,4.0,24,Barcelona,,Spanish,"Dinner, Lunch"
Restaurante Pirineus Bar&Cuina 1935,€€-€€€,N,N,6.0,4.0,186,4.0,4.5,4.5,30,Barcelona,Certificate of Excellence 2018,Spanish,"Breakfast, Dinner, Lunch"
99% MotoBar,€€-€€€,N,N,6.0,4.0,126,4.0,4.5,4.5,6,Barcelona,Certificate of Excellence 2017,American,"Dinner, Lunch"
Sushi Shop,€€-€€€,N,N,7.0,2.5,116,3.0,2.5,3.5,4,Barcelona,,Japanese,Dinner
El Tio Che,€,N,N,7.0,4.0,263,4.0,4.0,4.0,29,Barcelona,Certificate of Excellence 2017,,
Udon Maquinista,€€-€€€,N,N,7.0,3.0,176,3.5,3.5,3.0,2,Barcelona,,Japanese,
Takenori Mito Daruma,€€-€€€,N,N,,4.0,155,4.5,4.0,3.5,5,Barcelona,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
La Fermata de Sarria,€,N,N,7.0,4.5,157,4.5,4.0,4.0,13,Barcelona,Certificate of Excellence 2019,Italian,
Pizzeria L'Antica Napoli,€€-€€€,Y,N,6.0,4.5,108,4.5,4.5,4.0,14,Barcelona,,Italian,"Dinner, Lunch"
Marmalade Barcelona,€€-€€€,Y,Y,5.0,4.5,664,4.5,4.0,4.0,269,Barcelona,Certificate of Excellence 2020,,"Breakfast, Dinner, Lunch"
Bar Bodega Quimet,€€-€€€,N,N,7.0,4.5,256,4.5,4.0,4.0,45,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Restaurante Litoral,€€-€€€,Y,Y,6.0,3.5,415,3.5,3.5,3.5,22,Barcelona,,Spanish,Lunch
Pizza Emporio,€€-€€€,Y,N,7.0,3.5,367,3.5,3.5,3.0,46,Barcelona,,Italian,
Bormuth,€€-€€€,N,Y,7.0,4.0,1246,4.0,4.0,4.0,211,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Bar Jardin,€,N,N,,4.0,109,4.0,4.0,,27,Barcelona,Certificate of Excellence 2020,Spanish,
Copasetic Barcelona,€€-€€€,Y,Y,6.0,4.5,884,4.5,4.5,4.5,299,Barcelona,Certificate of Excellence 2020,,"Dinner, Lunch"
Vitaminas Burger & Beach Bar,€€-€€€,N,N,7.0,3.0,241,3.0,2.5,2.5,11,Barcelona,,Spanish,Lunch
Alta Galicia,€€-€€€,N,N,,3.0,170,3.0,3.5,3.5,6,Barcelona,,Spanish,"Dinner, Lunch"
Il Piccolo Focone,€€-€€€,Y,Y,6.0,4.0,242,4.5,4.0,4.0,42,Barcelona,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Cappuccino,€€-€€€,N,N,,2.5,252,2.5,2.5,3.5,9,Barcelona,,,
Inka Burg,€,Y,N,6.0,4.5,365,4.0,4.5,4.0,48,Barcelona,Certificate of Excellence 2020,American,
El 9 Porro,€€-€€€,Y,Y,6.0,4.5,504,4.5,4.5,4.0,72,Barcelona,Certificate of Excellence 2020,Spanish,
Fermi Puig,€€€€,Y,Y,6.0,4.0,453,4.5,4.5,4.0,25,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
Gaudi Bakery,€€-€€€,Y,Y,7.0,4.0,405,4.5,4.5,4.5,119,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Lunch"
La Viena Blanca,€,N,N,7.0,3.5,104,3.5,4.0,2.5,15,Barcelona,,Spanish,"Breakfast, Dinner, Lunch"
La Vietnamita Born,€€-€€€,Y,Y,7.0,4.0,539,4.0,4.0,4.0,101,Barcelona,Certificate of Excellence 2020,Vietnamese,
Bambu Beach Bar,€€-€€€,Y,Y,7.0,4.5,1067,4.5,4.5,4.5,172,Barcelona,Certificate of Excellence 2020,Spanish,
El Raco -Placa Urquinaona,€€-€€€,Y,N,7.0,4.0,162,4.0,4.0,4.0,19,Barcelona,Certificate of Excellence 2020,Italian,"Dinner, Lunch"
Made in Sicily,€,Y,N,7.0,4.5,394,4.5,4.0,4.0,80,Barcelona,Certificate of Excellence 2019,Italian,"Dinner, Lunch"
Sushibo Restaurant,€€-€€€,Y,Y,7.0,4.0,277,4.0,4.0,4.0,13,Barcelona,Certificate of Excellence 2017,Japanese,
Mes de Vi,€€-€€€,Y,Y,7.0,4.5,190,4.5,4.5,5.0,49,Barcelona,Certificate of Excellence 2020,Spanish,
Vai Moana,€€-€€€,Y,Y,7.0,4.5,1591,4.5,4.5,4.5,328,Barcelona,Certificate of Excellence 2019,Spanish,
Cerveceria 100 Montaditos,€,N,N,7.0,4.0,340,4.0,3.5,3.5,13,Barcelona,Certificate of Excellence 2015,Spanish,"Dinner, Lunch"
Brasaylena C.C. La Maquinista,€€-€€€,N,N,7.0,3.0,475,3.5,3.0,3.0,5,Barcelona,,Brazilian,"Dinner, Lunch"
Mishima Sushi Bar,€€-€€€,N,Y,6.0,4.0,180,4.5,4.5,4.5,8,Barcelona,Certificate of Excellence 2019,Japanese,
Cafe Godot,€€-€€€,Y,Y,7.0,4.0,354,4.0,4.0,4.0,50,Barcelona,Certificate of Excellence 2020,Spanish,
MEXCLA Tapas y Cocteleria Mexicana,€€-€€€,Y,N,6.0,4.0,324,4.0,4.5,4.5,31,Barcelona,Certificate of Excellence 2019,Mexican,
Barraca,€€-€€€,N,Y,7.0,3.5,1148,3.5,3.5,3.5,134,Barcelona,,Spanish,
Tian fu,€€-€€€,N,N,7.0,4.0,110,4.5,4.0,3.0,3,Barcelona,Certificate of Excellence 2016,Japanese,"Dinner, Lunch"
Terraza Alaire,€€-€€€,N,N,,4.0,176,4.0,4.0,4.5,19,Barcelona,Certificate of Excellence 2017,Spanish,"Dinner, Lunch"
Granja la Catalana,€€-€€€,N,N,7.0,2.5,180,3.0,3.0,3.0,5,Barcelona,,Spanish,
"La Tagliatella C.C. Diagonal Mar, Barcelona",€€-€€€,Y,N,7.0,3.5,680,4.0,4.0,4.0,100,Barcelona,Certificate of Excellence 2015,Italian,
La Tagliatella,€€-€€€,Y,N,7.0,3.5,317,4.0,3.5,3.5,31,Barcelona,,Italian,"Dinner, Lunch"
El rey de Istanbul,€,N,N,,3.5,124,4.0,3.5,4.0,15,Barcelona,Certificate of Excellence 2015,Turkish,"Dinner, Lunch"
Amigó Cascarilles,€€-€€€,N,N,6.0,3.5,136,4.0,3.5,4.5,10,Barcelona,,Spanish,"Dinner, Lunch"
Parodia Bar,€,Y,N,6.0,4.5,165,4.5,4.5,4.0,30,Barcelona,Certificate of Excellence 2020,Spanish,
El Guindilla,€€-€€€,N,N,7.0,3.5,670,3.5,4.0,4.0,34,Barcelona,,Spanish,
El 58,€€-€€€,Y,Y,5.0,4.5,1315,4.5,4.5,4.0,365,Barcelona,Certificate of Excellence 2020,Spanish,
Bambarol,€€-€€€,Y,Y,5.0,4.5,882,4.5,4.5,4.5,208,Barcelona,Certificate of Excellence 2020,Spanish,"Dinner, Lunch"
aQistoi,€€-€€€,Y,N,6.0,4.5,909,4.5,4.5,4.5,223,Barcelona,Certificate of Excellence 2020,Spanish,
Minamo,€€€€,N,Y,,4.5,386,4.5,4.5,5.0,48,Barcelona,Certificate of Excellence 2020,Japanese,"Dinner, Lunch"
The Market Peru,€€-€€€,N,N,7.0,4.0,635,4.5,4.0,4.0,88,Barcelona,Certificate of Excellence 2016,Peruvian,
Restaurante Rovica,€€-€€€,N,N,,3.0,165,3.5,3.5,3.5,5,Barcelona,,Spanish,"Dinner, Lunch"
La Burguesa Diagonal Mar,€,N,N,7.0,4.0,290,4.0,4.0,3.5,21,Barcelona,Certificate of Excellence 2019,American,"Dinner, Lunch"
Ottavio barcelona,€€-€€€,N,N,,4.0,149,4.0,4.0,4.0,9,Barcelona,Certificate of Excellence 2018,Spanish,"Dinner, Lunch"
Bar Quiosc Modern,€€-€€€,N,Y,5.0,4.5,314,4.5,4.5,4.5,94,Barcelona,Certificate of Excellence 2020,Spanish,"Breakfast, Lunch"
Polleria Fontana,€€-€€€,N,N,5.0,4.0,198,4.0,4.0,3.5,11,Barcelona,Certificate of Excellence 2019,Spanish,Dinner
Cheri,€€-€€€,Y,Y,7.0,4.0,992,4.0,4.0,4.0,94,Barcelona,,Spanish,"Dinner, Lunch"
Can Punyetes,€€-€€€,N,N,7.0,3.5,199,4.0,3.5,4.0,8,Barcelona,,Spanish,"Dinner, Lunch"
La Braseria Argentina Iguazu,€,N,N,7.0,4.5,328,4.5,4.0,3.5,41,Barcelona,Certificate of Excellence 2019,South American,"Dinner, Lunch"
Hamburguesa Nostra,€€-€€€,N,N,6.0,3.5,169,4.0,4.0,,5,Barcelona,,,"Dinner, Lunch"
La Peninsular,€€-€€€,N,N,7.0,4.5,2784,4.5,4.5,4.5,365,Barcelona,Certificate of Excellence 2020,,
Atapa-It,€€-€€€,N,Y,5.0,4.5,589,4.5,4.5,4.0,85,Barcelona,Certificate of Excellence 2019,Spanish,
Pure Cuisine - Diagonal Mar,€,Y,N,7.0,3.5,246,3.5,3.5,3.0,19,Barcelona,,Chinese,
Santoni - When Food is the Solution,€,Y,Y,6.0,4.0,112,4.0,4.0,4.5,31,Barcelona,Certificate of Excellence 2019,,"Breakfast, Lunch"
Güelly sandwichpark,€,Y,N,7.0,4.5,205,4.5,5.0,5.0,68,Barcelona,Certificate of Excellence 2020,,"Breakfast, Lunch"
Sushi Nomi,€€-€€€,N,N,7.0,4.0,225,4.0,4.0,4.0,7,Barcelona,Certificate of Excellence 2016,Japanese,
