price_level,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,food,service,atmosphere,excellent,location,awards,cuisine,top_tag
€€-€€€,Y,Y,5.0,4.5,1571,4.5,4.0,4.5,495,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",Seafood,Mid-range
€€-€€€,N,Y,6.0,4.0,150,4.0,4.0,3.5,4,Barcelona,Certificate of Excellence 2018,Japanese,Mid-range
€€€€,Y,Y,7.0,4.5,306,4.5,4.5,,42,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Fine Dining
€€-€€€,Y,Y,7.0,4.5,315,4.5,4.5,4.0,26,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2011",Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.5,241,4.5,4.0,,35,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Seafood,Mid-range
€€€€,N,Y,7.0,4.0,164,4.5,4.0,,8,Barcelona,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Comfortable restaurant",Japanese,Fine Dining
€€-€€€,N,Y,5.0,4.5,179,4.5,4.0,3.5,9,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,124,4.0,4.0,,10,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,4.0,233,4.0,4.0,4.0,33,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",Mediterranean,Mid-range
€€-€€€,Y,N,6.0,4.5,618,4.5,4.5,4.5,144,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Italian,Mid-range
€€-€€€,N,N,7.0,4.0,435,4.0,4.0,4.0,46,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2011",Steakhouse,Mid-range
€€-€€€,N,N,6.0,4.5,177,4.5,4.5,4.0,27,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Catalan,Mid-range
€€-€€€,N,N,7.0,4.0,149,4.0,4.0,4.0,16,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.5,1316,4.5,4.0,,182,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Japanese,Mid-range
€€-€€€,Y,Y,7.0,4.5,688,4.5,4.5,4.0,160,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.5,419,4.5,4.5,4.5,123,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Indian,Mid-range
€€-€€€,N,N,6.0,4.0,239,4.0,4.0,3.5,29,Barcelona,Certificate of Excellence 2019,Mediterranean,Mid-range
€€-€€€,N,N,,4.0,147,4.0,3.5,3.5,12,Barcelona,Certificate of Excellence 2016,Seafood,Mid-range
€€-€€€,Y,Y,7.0,4.0,694,4.0,4.0,3.5,104,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,3800,4.5,4.0,4.5,1125,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",Italian,Mid-range
€€-€€€,N,N,6.0,4.5,161,5.0,4.5,3.5,15,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Seafood,Mid-range
€€-€€€,N,Y,6.0,4.5,400,4.5,4.5,4.0,82,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,N,N,6.0,3.5,119,4.0,3.5,4.0,6,Barcelona,,Mediterranean,Mid-range
€€-€€€,Y,N,7.0,3.5,636,3.0,3.0,3.0,48,Barcelona,,Italian,Mid-range
€€-€€€,Y,Y,7.0,4.0,608,4.0,4.0,4.0,130,Barcelona,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,N,Y,6.0,4.0,1569,4.0,4.0,4.0,206,Barcelona,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Mediterranean,Mid-range
€€-€€€,Y,N,5.0,4.5,464,4.5,4.5,,101,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",Caribbean,Mid-range
€€-€€€,N,N,7.0,4.0,120,4.0,4.0,3.0,10,Barcelona,,Lebanese,Mid-range
€€-€€€,N,N,7.0,4.0,155,4.5,4.5,5.0,24,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",French,Mid-range
€€-€€€,N,N,7.0,4.0,214,4.0,4.0,4.0,11,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2015",Mediterranean,Mid-range
€€-€€€,Y,N,6.0,3.5,230,4.0,4.0,3.5,10,Barcelona,,Greek,Mid-range
€€-€€€,N,Y,7.0,3.5,1026,3.5,3.5,4.0,40,Barcelona,,Seafood,Mid-range
€€-€€€,Y,Y,6.0,4.5,435,4.5,4.5,,64,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Barbecue,Mid-range
€€-€€€,N,Y,7.0,4.5,296,4.5,4.5,,59,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mexican,Mid-range
€€-€€€,N,N,,4.0,280,4.0,4.0,,44,Barcelona,"Travellers' Choice, Michelin 2021 for The Michelin Plate: Good cooking, Michelin 2021 for Simple restaurant",,Mid-range
€€-€€€,N,Y,7.0,4.0,117,4.0,4.0,3.5,9,Barcelona,"Travellers' Choice, Certificate of Excellence 2020",Mediterranean,Mid-range
€€-€€€,N,N,7.0,3.5,283,3.5,3.5,4.0,19,Barcelona,,Bar,Mid-range
€€-€€€,N,Y,7.0,3.5,344,3.5,3.5,4.0,64,Barcelona,"Certificate of Excellence 2013, Certificate of Excellence 2012",Bar,Mid-range
€€-€€€,Y,Y,7.0,4.5,1902,4.5,4.5,,558,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",Spanish,Mid-range
€,N,N,7.0,3.5,109,4.0,4.5,,16,Barcelona,Certificate of Excellence 2018,Italian,Cheap Eats
€€-€€€,Y,Y,5.0,4.0,405,4.5,4.0,4.0,48,Barcelona,,Seafood,Mid-range
€€-€€€,N,Y,7.0,4.5,495,4.5,4.0,,132,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Mediterranean,Mid-range
€€-€€€,N,N,6.0,4.0,191,4.0,4.0,3.5,17,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2016",Spanish,Mid-range
€€-€€€,Y,Y,7.0,4.0,738,4.0,4.0,4.0,149,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2013",Wine Bar,Mid-range
€€-€€€,N,N,6.0,4.5,137,4.5,4.5,4.5,33,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",European,Mid-range
€€-€€€,N,N,6.0,3.0,427,3.0,3.0,3.0,23,Barcelona,,Seafood,Mid-range
€€€€,N,Y,5.0,4.0,1264,4.0,4.0,4.0,228,Barcelona,"Michelin 2021 for One Michelin Star: High quality cooking, worth a stop!, Michelin 2021 for Simple restaurant",Japanese,Fine Dining
€€-€€€,Y,Y,7.0,4.5,2310,4.5,4.5,4.5,1004,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",Italian,Mid-range
€€-€€€,N,N,7.0,4.0,557,4.0,3.5,3.5,30,Barcelona,Certificate of Excellence 2016,Italian,Mid-range
€€-€€€,N,Y,6.0,4.0,386,3.5,3.5,3.5,86,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2013",Spanish,Mid-range
€€-€€€,Y,Y,6.0,4.5,419,4.5,4.5,4.0,154,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2011",Indian,Mid-range
€€-€€€,N,N,6.0,4.0,143,4.0,4.0,3.5,10,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016",Italian,Mid-range
€€-€€€,N,N,7.0,4.0,1065,4.5,4.0,4.0,279,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011",Cafe,Mid-range
€€-€€€,N,Y,7.0,3.5,187,4.0,3.5,,10,Barcelona,,Fast food,Mid-range
€€-€€€,N,Y,,4.0,103,4.0,3.5,,8,Barcelona,Certificate of Excellence 2019,Mediterranean,Mid-range
€€-€€€,Y,Y,7.0,4.0,245,4.0,3.5,4.0,11,Barcelona,"Certificate of Excellence 2016, Certificate of Excellence 2015",Italian,Mid-range
€€-€€€,N,N,7.0,3.5,1387,3.5,3.5,3.5,169,Barcelona,,Mediterranean,Mid-range
€€-€€€,Y,N,7.0,4.0,243,4.5,4.0,4.0,16,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",French,Mid-range
€,N,N,7.0,3.5,373,3.5,3.5,3.0,38,Barcelona,,Fast food,Cheap Eats
€€-€€€,N,N,7.0,2.5,229,3.0,3.0,4.0,11,Barcelona,,,Mid-range
€,N,N,7.0,4.0,106,4.0,3.5,4.0,22,Barcelona,,Cafe,Cheap Eats
€€-€€€,Y,N,7.0,4.5,420,4.5,4.5,4.0,168,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Chinese,Mid-range
€€-€€€,N,N,7.0,4.0,126,4.0,4.0,4.5,6,Barcelona,"Certificate of Excellence 2017, Certificate of Excellence 2014",,Mid-range
€€-€€€,N,N,6.0,3.5,235,3.5,4.0,4.0,35,Barcelona,Certificate of Excellence 2015,Bar,Mid-range
€€-€€€,N,N,7.0,4.5,961,4.5,4.0,4.5,186,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",Cafe,Mid-range
€€-€€€,N,N,6.0,3.5,196,3.5,3.5,3.5,7,Barcelona,,Japanese,Mid-range
€€-€€€,N,N,,1.5,190,1.5,1.5,1.5,1,Barcelona,,Fast food,Mid-range
€,N,N,7.0,3.0,182,3.5,3.5,4.5,20,Barcelona,,Cafe,Cheap Eats
€€-€€€,Y,Y,7.0,4.5,480,4.5,4.5,4.5,123,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Mediterranean,Mid-range
€€€€,N,N,,1.0,606,1.5,1.5,1.5,2,Barcelona,,Fast food,Fine Dining
€€-€€€,Y,Y,7.0,4.0,396,4.0,4.0,4.0,29,Barcelona,Certificate of Excellence 2018,Mediterranean,Mid-range
€€-€€€,N,N,7.0,4.5,2655,4.5,4.5,4.5,1338,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",,Mid-range
€€-€€€,Y,Y,5.0,4.5,270,4.5,4.5,4.5,68,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",Asian,Mid-range
€€-€€€,Y,N,6.0,4.0,693,4.0,4.0,4.0,80,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013",Italian,Mid-range
€,N,N,4.0,4.5,201,5.0,4.0,4.0,43,Barcelona,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",,Cheap Eats
€€-€€€,N,N,7.0,3.0,978,3.5,3.5,3.5,48,Barcelona,,Seafood,Mid-range
€€-€€€,Y,Y,7.0,3.5,1960,4.0,4.0,4.0,294,Barcelona,,Seafood,Mid-range
€€-€€€,Y,N,6.0,4.0,172,4.0,4.0,3.5,29,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016, Certificate of Excellence 2015",Indian,Mid-range
€,Y,Y,6.0,4.5,208,4.5,4.5,,46,Barcelona,"Travellers' Choice, Certificate of Excellence 2020",Brazilian,Cheap Eats
€€-€€€,N,N,7.0,3.5,131,3.5,3.5,4.0,16,Barcelona,,Cafe,Mid-range
€€-€€€,Y,Y,7.0,4.0,152,4.0,4.0,,30,Barcelona,,Fast food,Mid-range
€€€€,Y,Y,7.0,3.5,398,3.5,3.5,4.5,30,Barcelona,Certificate of Excellence 2013,Mediterranean,Fine Dining
€€-€€€,N,N,1.0,3.5,235,3.5,3.5,4.0,15,Barcelona,,Mediterranean,Mid-range
€€-€€€,N,N,7.0,2.5,124,3.0,2.5,3.0,3,Barcelona,,American,Mid-range
€€-€€€,Y,Y,7.0,4.5,121,4.5,4.5,,27,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Italian,Mid-range
€€-€€€,N,Y,7.0,3.5,834,3.5,4.0,3.5,86,Barcelona,,Seafood,Mid-range
€€-€€€,N,N,7.0,4.0,224,4.0,4.0,3.5,9,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015",,Mid-range
€€-€€€,Y,Y,7.0,4.5,180,4.0,4.5,4.0,12,Barcelona,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",Mediterranean,Mid-range
€€-€€€,N,N,,3.5,113,3.5,4.0,3.5,21,Barcelona,,Cafe,Mid-range
€€-€€€,Y,Y,7.0,3.5,450,3.5,4.0,3.5,41,Barcelona,,Mediterranean,Mid-range
€€-€€€,Y,Y,6.0,5.0,183,4.5,5.0,,66,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Cafe,Mid-range
€,Y,N,6.0,4.5,103,4.5,4.5,,42,Barcelona,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",Cafe,Cheap Eats
€€€€,Y,N,7.0,3.5,153,4.0,3.5,,8,Barcelona,,Japanese,Fine Dining
