"price_level";"vegan_options";"awards";"gluten_free";"cuisines";"original_location";"open_days_per_week";"avg_rating";"total_reviews_count";"food";"service";"atmosphere";"excellent";"meals"
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Catalan, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Masquefa\"]";4;4;153;4;4;4;64;"Breakfast, Lunch, Dinner, Brunch, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Mediterranean, European, Contemporary";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Masquefa\"]";6;4.5;162;4.5;4.5;4;3;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barbera del Valles\"]";7;4.5;225;4;4;4.5;1;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"N";"Lebanese, Middle Eastern, Arabic, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barbera del Valles\"]";6;4.5;209;4.5;4.5;4;3;""
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Barbecue, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barbera del Valles\"]";7;3.5;283;3.5;3.5;3.5;2;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Barbera del Valles\"]";6;4;165;4.5;4.5;4;0;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;211;4.5;4.5;4;4;""
"€€-€€€";"N";"Certificate of Excellence 2016";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;117;4;4;3.5;2;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Sicilian, Southern-Italian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4.5;769;4.5;4.5;4;86;""
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Steakhouse, Argentinian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;220;4.5;4.5;4;29;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;196;4;4;4;1;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2019";"Y";"Contemporary";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";5;4.5;161;4.5;4.5;4.5;22;""
"€€-€€€";"N";"Not Awarded";"N";"Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;3.5;135;4;3.5;4;4;"Breakfast, Lunch"
"€€-€€€";"N";"Not Awarded";"N";"Sushi, Asian, Japanese, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;3.5;145;3.5;3.5;3.5;3;""
"€";"Y";"Certificate of Excellence 2020";"Y";"Fusion, American, Fast food";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;453;4.5;4.5;4.5;35;""
"€€-€€€";"Y";"Certificate of Excellence 2019";"N";"Italian, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";5;4.5;130;4.5;4;4;2;"Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Bar, Cafe, Mediterranean, European, Spanish, Diner";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4.5;162;4;4.5;4;9;"Drinks, Breakfast, Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Not Awarded";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";1;3.5;184;3.5;3;4;14;""
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;3.5;287;3.5;3.5;3.5;12;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;206;4.5;4.5;3.5;3;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;3.5;220;3.5;3.5;3.5;13;""
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;133;4;4;4;4;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Bar, Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;2.5;129;3.5;3.5;3.5;8;"Breakfast"
"€€-€€€";"Y";"Certificate of Excellence 2019";"N";"Mediterranean, European, Spanish, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";NA;4;195;4;4.5;4.5;45;"Lunch, Dinner, Brunch, Breakfast"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mexican, Latin, Central American";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4.5;245;4.5;4;4;12;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2018";"Y";"Mediterranean, European, Spanish, Grill";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";5;4;362;4.5;4;4;38;""
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Japanese, Sushi, Soups";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";5;4;181;4.5;4;4;2;"Lunch, Dinner"
"€€-€€€";"Y";"Not Awarded";"Y";"Spanish, Contemporary, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;641;4;4;4;28;""
"€€-€€€";"Y";"Not Awarded";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;337;4;4;4;18;"Breakfast, Lunch, Dinner, Brunch, Drinks"
"€";"Y";"Certificate of Excellence 2018";"Y";"American";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;304;4.5;4.5;4;3;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4.5;579;4.5;4.5;4;113;""
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4.5;225;4.5;4;3.5;30;"Breakfast, Lunch, Dinner, Brunch"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";6;4;304;4.5;4;3.5;8;""
"€€-€€€";"N";"Not Awarded";"N";"Bar, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;3.5;172;3.5;3.5;3;5;"Breakfast, Lunch, Dinner, After-hours, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"L'Hospitalet de Llobregat\"]";7;4;101;4.5;4.5;4.5;38;"Lunch, Dinner"
"€€-€€€";"Y";"Not Awarded";"Y";"Mediterranean, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;180;3.5;3.5;3.5;2;""
"€";"Y";"Certificate of Excellence 2020";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";4;4.5;249;4.5;4;4;9;""
"€€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;135;4;3.5;4;1;"Lunch, Dinner, After-hours, Drinks"
"€";"N";"Certificate of Excellence 2020";"Y";"Argentinian, Steakhouse, Latin, Barbecue, Grill";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4.5;116;4.5;4.5;4;12;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"N";"Italian, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;4.5;279;4.5;4.5;4;10;"Lunch, Dinner, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";5;4.5;520;4.5;4.5;4;13;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Middle Eastern, Pakistani, Indian, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;365;4.5;4.5;4;20;""
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;101;4;3.5;4;2;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Catalan, Steakhouse, Barbecue, Spanish, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4;111;4;4;4;7;"Lunch, Dinner, After-hours, Drinks"
"€€-€€€";"N";"Not Awarded";"N";"Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;189;4;4;4;53;"Lunch, Dinner"
"€";"N";"Certificate of Excellence 2017";"N";"Italian, Pizza";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;122;4.5;4;4;1;"Lunch"
"€€-€€€";"N";"Certificate of Excellence 2018";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;103;4.5;4.5;4;6;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Cafe, Mediterranean, European, Spanish, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4;394;4;4;4.5;18;""
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"International, Mediterranean, Spanish, European, Contemporary";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;130;4.5;4.5;4.5;1;""
"€€-€€€";"N";"Not Awarded";"N";"Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;2.5;140;3;3;3;19;""
"€€-€€€";"N";"Certificate of Excellence 2018";"N";"Mexican, Central American, Latin, South American";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";5;4;220;4.5;4.5;4.5;11;"Lunch, Dinner, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Cafe, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4;126;4.5;4;4;4;"Breakfast, Lunch, Brunch, Dinner"
"€€-€€€";"N";"Not Awarded";"Y";"Steakhouse, Barbecue, Spanish, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;114;4;3.5;4;2;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2019";"Y";"Mediterranean, Barbecue, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";5;4.5;125;4.5;4.5;4;2;""
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"Spanish, Barbecue";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4;122;4;4;4;1;"Breakfast, Lunch"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;3.5;110;4;4;4;4;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4.5;463;4.5;4.5;4;8;"Breakfast, Drinks"
"€";"N";"Not Awarded";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3;217;3;3;3;3;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"N";"Mediterranean, European, Spanish, Brew Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;296;4.5;4.5;4;12;""
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;4;168;4.5;4;4;2;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";4;4.5;1060;4.5;4.5;4.5;17;"Lunch, Dinner, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Steakhouse, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;234;4.5;4.5;4;6;""
"€€-€€€";"N";"Certificate of Excellence 2016";"N";"";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;3.5;123;4;4;3.5;2;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2017";"Y";"Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";5;4;120;4.5;4;3.5;1;""
"€€-€€€";"N";"Not Awarded";"N";"European, Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;3.5;194;3.5;3.5;3.5;1;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2017";"Y";"American, International, Healthy, Native American";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4;190;4.5;4;4;7;""
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Seafood, Mediterranean, Barbecue, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4;283;4;4;4;5;"Breakfast, Lunch, Dinner, Drinks, Brunch"
"€€-€€€";"Y";"Not Awarded";"Y";"Italian, Pizza, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;3.5;300;3.5;3.5;3.5;5;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";5;4.5;301;4.5;4.5;4;5;""
"€€-€€€";"N";"Not Awarded";"Y";"Seafood, Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;3.5;709;3.5;3.5;3.5;19;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Italian, Pizza, Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;4;188;4;3.5;3.5;4;"Lunch, Dinner, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2015";"N";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4;286;4;4;4;13;""
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;3.5;114;4;3.5;3.5;4;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";NA;3.5;215;3.5;4;3.5;2;"Dinner, Lunch, After-hours"
"€€-€€€";"N";"Certificate of Excellence 2018";"N";"Pizza, Argentinian, Italian, Mediterranean, South American";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;4;128;4;4;3;2;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Bar, Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";7;2.5;153;3;2.5;3;6;"After-hours"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Spanish, Steakhouse, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Badalona\"]";6;4.5;138;4.5;4.5;4;4;"Lunch, Dinner"
"€";"N";"Certificate of Excellence 2020";"N";"Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";5;4.5;111;4.5;4.5;4;2;"Lunch, Dinner, Brunch, Drinks"
"€€-€€€";"Y";"Certificate of Excellence 2015";"Y";"Bar, Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";7;4;108;4.5;4.5;4;0;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"N";"Mexican";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";5;4;349;4.5;4.5;4;7;""
"€€-€€€";"N";"Not Awarded";"Y";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;4;217;4;4;4;0;""
"€€-€€€";"N";"Certificate of Excellence 2017";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;4;137;4;3.5;4;0;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, Catalan, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";5;4.5;267;4.5;4.5;4.5;7;""
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";7;4;156;4;4.5;4.5;4;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";NA;4;267;4.5;4.5;4;2;"Lunch, Dinner"
"€€€€";"N";"Not Awarded";"Y";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;5;251;5;4.5;4.5;8;""
"€€-€€€";"Y";"Certificate of Excellence 2017";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;4;133;4;4;4.5;1;""
"€";"N";"Not Awarded";"N";"Bar, Spanish, Mediterranean, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";3;3.5;165;3.5;3.5;4;1;"Lunch, Dinner, Brunch"
"€€-€€€";"N";"Certificate of Excellence 2020";"N";"Bar, Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;4.5;518;4;4;4;2;""
"€";"N";"Not Awarded";"N";"Mediterranean, Spanish, Bar, Pub";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";7;3.5;149;3.5;3.5;2.5;1;"Brunch, Drinks, Breakfast, Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Barbecue, Spanish, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";6;4;235;4;4;4;1;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Mediterranean, Spanish, International";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Cerdanyola del Valles\"]";7;4;103;4;4;3.5;0;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Japanese, Sushi, Asian, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;359;4.5;4.5;4.5;7;"Lunch, Dinner"
"€€-€€€";"Y";"Not Awarded";"N";"Italian, Mediterranean, Pizza";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;4;166;4;4;4;5;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Contemporary, Healthy, Wine Bar";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4.5;327;4.5;5;4.5;8;""
"€€-€€€";"Y";"Not Awarded";"Y";"International, Mediterranean, Spanish, Contemporary";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4.5;112;4.5;4.5;4;3;""
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;4;381;4;4.5;4;5;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2019";"Y";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;228;4;4;4;1;"Lunch, Dinner"
"€€€€";"Y";"Certificate of Excellence 2020";"N";"European, Spanish, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4.5;202;4.5;4;4;3;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Mediterranean, European, Spanish, Fusion";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4.5;308;4.5;4;4.5;3;""
"€€-€€€";"N";"Not Awarded";"N";"Italian, European, Pizza, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;3.5;186;4.5;4;3.5;4;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2015";"Y";"Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;4;107;4;4;4;1;"Lunch, Dinner, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2019";"Y";"Mediterranean, European, Spanish, Catalan";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;306;4;4;4;6;"Lunch, Dinner"
"€";"N";"Not Awarded";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";NA;2.5;107;3;2.5;3.5;0;""
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;221;4;4;4;4;""
"€";"N";"Not Awarded";"N";"German, Cafe, Fast food, European, Healthy";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;3.5;150;4;3.5;3.5;3;""
"€€-€€€";"Y";"Certificate of Excellence 2019";"N";"Italian, Pizza, Healthy, Mediterranean";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;105;4.5;4.5;3;6;"Lunch, Dinner"
"€€-€€€";"N";"Not Awarded";"N";"Mediterranean, Spanish, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";5;3.5;101;4;4;4;0;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2017";"N";"Mediterranean, Spanish, Wine Bar, European";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;137;4;3.5;3.5;9;"Lunch, Dinner"
"€€-€€€";"Y";"Certificate of Excellence 2018";"Y";"Mediterranean, European, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;4;396;4;4;3.5;8;"Lunch, Dinner, After-hours"
"€€-€€€";"Y";"Certificate of Excellence 2020";"Y";"Japanese, Sushi, Asian";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4.5;315;4.5;4.5;4;9;""
"€€-€€€";"N";"Certificate of Excellence 2018";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";NA;4;105;4;4;4;1;"Lunch, Dinner"
"€€-€€€";"N";"Certificate of Excellence 2020";"Y";"Mediterranean, Spanish, Contemporary, Catalan, Seafood";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";7;4;155;4.5;4.5;3.5;0;"Lunch, Dinner, After-hours, Drinks"
"€€-€€€";"N";"Certificate of Excellence 2019";"N";"Mediterranean, Spanish";"[\"Europe\", \"Spain\", \"Catalonia\", \"Province of Barcelona\", \"Granollers\"]";6;4;112;4;4;4;1;"Lunch, Dinner"
