restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g911481-d10135306,Meson Restaurante,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Avenida Can Batllori, 2, 08840 Viladecans Spain",41.310745,2.009114,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#5 of 90 Restaurants in Viladecans,#6 of 113 places to eat in Viladecans,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,€10-€20,,"Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [""09:00-17:00"", ""18:00-21:00""], ""Sat"": [""09:00-17:00"", ""20:00-00:00""], ""Sun"": []}",2,23,4,4.5,179,All languages,179,128,32,9,2,8,4.5,4,4.5,,
g911481-d10233933,La Carbonería,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Plaça Molins, 9, 08840 Viladecans Spain",41.315556,2.018482,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#7 of 90 Restaurants in Viladecans,#8 of 113 places to eat in Viladecans,"Mid-range, Steakhouse, Mediterranean, Barbecue",€€-€€€,,"Breakfast, Lunch, Dinner, Drinks","Mediterranean, Barbecue, Spanish, Steakhouse",,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Outdoor Seating",N,N,N,"{""Mon"": [], ""Tue"": [""09:00-17:00""], ""Wed"": [""09:00-17:00""], ""Thu"": [""09:00-17:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""09:00-17:00""]}",6,58.5,6,4,143,All languages,143,61,65,8,5,4,4.5,4.5,4,,
g911481-d11666761,GreenVita Healthy Kitchen,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Carretera de la Vila, 90 Local 201, 08840 Viladecans Spain",41.30776,2.026371,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#3 of 90 Restaurants in Viladecans,#4 of 113 places to eat in Viladecans,"Mid-range, International, Mediterranean, Spanish",€€-€€€,€10-€18,,"International, Mediterranean, Spanish, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00""], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00""], ""Sat"": [""13:00-16:00""], ""Sun"": [""13:00-16:00""]}",7,21,7,4.5,136,English,10,6,4,0,0,0,4.5,4.5,4.5,,
g911481-d3822468,Kai,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Avenida Generalitat, 60, 08840 Viladecans Spain",41.314983,2.019797,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2015, Certificate of Excellence 2014",#8 of 90 Restaurants in Viladecans,#9 of 113 places to eat in Viladecans,"Mid-range, Japanese, Sushi, Asian",€€-€€€,,"Lunch, Dinner, After-hours","Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""13:00-16:30"", ""20:30-00:00""], ""Wed"": [""13:00-16:30"", ""20:30-00:00""], ""Thu"": [""13:00-16:30"", ""20:30-00:00""], ""Fri"": [""13:00-16:30"", ""20:30-00:00""], ""Sat"": [""13:00-16:30"", ""20:30-00:00""], ""Sun"": [""13:00-16:30"", ""20:30-00:00""]}",6,42,12,4,282,English,6,1,5,0,0,0,4,3.5,4,4,
g911481-d4432571,"La Tagliatella CC Vilamarina, Viladecans","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Avenída del siglo XXI, 6, 08840 Viladecans Spain",41.31057,2.026115,Claimed,,#17 of 90 Restaurants in Viladecans,#18 of 113 places to eat in Viladecans,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€13-€15,,"Pizza, Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:30""], ""Tue"": [""13:00-16:30""], ""Wed"": [""13:00-16:30""], ""Thu"": [""13:00-16:30""], ""Fri"": [""13:00-16:30""], ""Sat"": [""13:00-16:30""], ""Sun"": [""13:00-16:30""]}",7,24.5,7,3.5,183,English,15,7,6,1,0,1,4,4,3.5,4,
g911481-d4544751,alegria bar i restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Catalunya, 6, 08840 Viladecans Spain",41.317253,2.023193,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 90 Restaurants in Viladecans,#2 of 113 places to eat in Viladecans,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish, European","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [""13:00-15:45""], ""Tue"": [""13:00-15:45""], ""Wed"": [""13:00-15:45""], ""Thu"": [""13:00-15:45""], ""Fri"": [""13:00-15:45""], ""Sat"": [""13:00-17:00""], ""Sun"": []}",6,17.75,6,4.5,241,English,9,6,3,0,0,0,4.5,4.5,4,4.5,
g911481-d5603642,Taberna Foxos,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Avinguda Segle XXI 45/47, 08840 Viladecans Spain",41.31607,2.028538,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#4 of 90 Restaurants in Viladecans,#5 of 113 places to eat in Viladecans,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, Drinks","Mediterranean, European, Spanish",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""13:00-23:00""], ""Tue"": [""13:00-23:00""], ""Wed"": [""13:00-23:00""], ""Thu"": [""13:00-23:00""], ""Fri"": [""13:00-23:45""], ""Sat"": [""13:00-23:45""], ""Sun"": [""13:00-23:00""]}",7,71.5,7,4,181,English,6,5,0,1,0,0,4,4,3.5,,
g911481-d6688699,Restaurante Las 4 Estaciones,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Carretera de la Vila, 11, 08840 Viladecans Spain",41.314495,2.021753,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#2 of 90 Restaurants in Viladecans,#3 of 113 places to eat in Viladecans,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Brunch, Breakfast, Lunch, Dinner, Drinks","Mediterranean, European, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""09:30-23:00""], ""Thu"": [""09:30-23:00""], ""Fri"": [""09:30-23:00""], ""Sat"": [""09:30-23:00""], ""Sun"": [""10:30-23:00""]}",5,66.5,5,4.5,220,English,12,7,3,2,0,0,4.5,4,4,,
g911481-d6879044,Il Fogon della Toscana,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Carrer de Salvador Barone, 107 Salvador Barone 107, 08840 Viladecans Spain",41.317287,2.008781,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2016",#14 of 90 Restaurants in Viladecans,#15 of 113 places to eat in Viladecans,"Mid-range, Italian, Pizza, Mediterranean",€€-€€€,€10-€15,,"Italian, Pizza, Tuscan, Central-Italian, Mediterranean","Vegetarian Friendly, Gluten Free Options, Vegan Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:30"", ""20:00-23:30""], ""Wed"": [""13:00-16:30"", ""20:00-23:30""], ""Thu"": [""13:00-16:30"", ""20:00-23:30""], ""Fri"": [""13:00-16:30"", ""20:00-23:30""], ""Sat"": [""13:00-16:30"", ""20:00-23:30""], ""Sun"": [""13:00-16:30"", ""20:00-23:30""]}",6,42,12,4,171,English,4,3,1,0,0,0,4,4.5,4,4.5,
g911481-d7214856,La Masia D'en Tito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Calle Angel Guimera, 9, 08840 Viladecans Spain",41.316547,2.019567,Claimed,Certificate of Excellence 2016,#16 of 90 Restaurants in Viladecans,#17 of 113 places to eat in Viladecans,"Mid-range, Spanish",€€-€€€,€10-€30,"Lunch, Dinner",Spanish,,,N,N,N,"{""Mon"": [], ""Tue"": [""13:00-17:00"", ""20:00-23:00""], ""Wed"": [""13:00-17:00"", ""20:00-23:00""], ""Thu"": [""13:00-17:00"", ""20:00-23:00""], ""Fri"": [""13:00-17:00"", ""20:00-23:00""], ""Sat"": [""13:00-17:00"", ""20:00-23:00""], ""Sun"": [""13:00-17:00""]}",6,39,11,4,136,English,6,3,2,1,0,0,3.5,3.5,3.5,4,
g911481-d8133784,Gelateria De Pas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Rambla Modolell 40 C/rambla modolell numero 40,bajos, 08840 Viladecans Spain",41.31809,2.01969,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#1 of 3 Dessert Spots in Viladecans,#1 of 113 places to eat in Viladecans,"Mid-range, Dessert, Gluten Free Options",€€-€€€,,,,Gluten Free Options,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible",N,N,Y,"{""Mon"": [""15:00-00:00""], ""Tue"": [""15:00-00:00""], ""Wed"": [""15:00-00:00""], ""Thu"": [""15:00-00:00""], ""Fri"": [""15:00-00:30""], ""Sat"": [""15:00-00:30""], ""Sun"": [""15:00-00:30""]}",7,64.5,7,5,150,English,3,3,0,0,0,0,5,4.5,4.5,,
g911481-d948536,Cal Mingo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Ctra de Barcelona C-245, nº 86, 08840 Viladecans Spain",41.32287,2.030733,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2015",#11 of 90 Restaurants in Viladecans,#12 of 113 places to eat in Viladecans,"Mid-range, International, Mediterranean, European",€€-€€€,€31-€97,,"Mediterranean, European, Spanish, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-17:00""], ""Tue"": [""09:00-17:00""], ""Wed"": [""09:00-17:00"", ""20:30-23:00""], ""Thu"": [""09:00-17:00"", ""20:30-23:00""], ""Fri"": [""09:00-17:00"", ""20:30-23:00""], ""Sat"": [""09:00-17:00"", ""20:30-23:00""], ""Sun"": [""09:00-17:00""]}",7,66,11,4,221,English,10,5,4,0,0,1,4,4,3.5,4,
g911481-d986740,La Pipa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Catalunya, 14, 08840 Viladecans Spain",41.31708,2.023322,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2015",#19 of 90 Restaurants in Viladecans,#21 of 113 places to eat in Viladecans,"Mid-range, Bar, Cafe, Seafood",€€-€€€,,"Lunch, Dinner, Breakfast, After-hours, Drinks","Seafood, Mediterranean, Spanish, Bar, Cafe, European",Gluten Free Options,,N,N,Y,"{""Mon"": [""10:00-16:00""], ""Tue"": [""10:00-16:00""], ""Wed"": [""10:00-16:00""], ""Thu"": [""10:00-23:00""], ""Fri"": [""10:00-16:00"", ""20:00-23:30""], ""Sat"": [""11:00-16:00"", ""20:00-23:30""], ""Sun"": [""11:00-16:00""]}",7,54,9,4,117,English,4,3,1,0,0,0,4,4,3.5,4.5,
g911481-d996165,Can Marti,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Viladecans""]",Spain,Catalonia,Province of Barcelona,,"Ernest Lluch, 12, 08840 Viladecans Spain",41.312904,2.00926,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#10 of 90 Restaurants in Viladecans,#11 of 113 places to eat in Viladecans,"Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,,"Lunch, Dinner","Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00"", ""20:30-23:00""], ""Sat"": [""13:30-16:00"", ""20:30-23:00""], ""Sun"": [""13:30-16:00""]}",6,22,8,4.5,127,English,1,1,0,0,0,0,4,4.5,4.5,4.5,
g911482-d10386143,La Capital,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Rambla Anselm Clave 7, 08940 Cornella de Llobregat Spain",41.355213,2.07169,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#6 of 162 Restaurants in Cornella de Llobregat,#6 of 194 places to eat in Cornella de Llobregat,"Cheap Eats, American, Mediterranean, Spanish",€,€6-€11,,"American, Mediterranean, Spanish","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""19:00-00:00""], ""Tue"": [""19:00-00:00""], ""Wed"": [""19:00-00:00""], ""Thu"": [""19:00-00:00""], ""Fri"": [""12:30-16:30"", ""19:30-00:00""], ""Sat"": [""13:00-16:30"", ""19:30-00:00""], ""Sun"": [""13:00-16:30"", ""19:30-00:00""]}",7,44.5,10,4.5,302,English,10,5,1,4,0,0,4.5,4,4,,
g911482-d1115883,Terra Gourmet,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Carrer Teodor Lacalle, 16, 08940 Cornella de Llobregat Spain",41.353504,2.08715,Unclaimed,,#97 of 162 Restaurants in Cornella de Llobregat,#100 of 194 places to eat in Cornella de Llobregat,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,Lunch,"Spanish, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""07:30-17:00""], ""Tue"": [""07:30-17:00""], ""Wed"": [""07:30-17:00""], ""Thu"": [""07:30-17:00""], ""Fri"": [""07:30-17:00""], ""Sat"": [""13:00-17:00""], ""Sun"": []}",6,51.5,6,3,144,English,5,0,1,3,1,0,3.5,3.5,3.5,3.5,
g911482-d12875926,Adrian's,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Passeig Dels Ferrocarrils Catalans, 154, 08940 Cornella de Llobregat Spain",41.35233,2.081454,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#1 of 162 Restaurants in Cornella de Llobregat,#1 of 194 places to eat in Cornella de Llobregat,"Fine Dining, Mediterranean, Spanish, Fusion",€€€€,€30-€50,,"Mediterranean, Spanish, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-18:00""], ""Tue"": [""13:00-18:00""], ""Wed"": [""13:00-18:00""], ""Thu"": [""13:00-18:00""], ""Fri"": [""13:00-18:00""], ""Sat"": [""13:00-18:00""], ""Sun"": [""13:00-18:00""]}",7,35,7,4.5,582,English,16,14,0,1,1,0,4.5,4.5,4.5,,
g911482-d13157276,San Pankracio,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"CC Splau, Av. del Baix Llobregat, s/n, Cornella de Llobregat Spain",41.347366,2.07835,Claimed,,#143 of 162 Restaurants in Cornella de Llobregat,#147 of 194 places to eat in Cornella de Llobregat,"Mid-range, Vegetarian Friendly",€€-€€€,€5-€50,"Lunch, Dinner",,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-00:00""], ""Tue"": [""12:00-00:00""], ""Wed"": [""12:00-00:00""], ""Thu"": [""12:00-00:00""], ""Fri"": [""12:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-00:00""]}",7,84,7,3,166,English,2,2,0,0,0,0,3.5,3.5,3.5,,
g911482-d17728496,Foster's Hollywood,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"C.C. Splau. Avenida Del Baix Llobregat s/n . C.C Splau, 8940 Cornella de Llobregat Spain",41.34708,2.078866,Unclaimed,,#158 of 162 Restaurants in Cornella de Llobregat,#163 of 194 places to eat in Cornella de Llobregat,"Cheap Eats, American",€,,Dinner,American,,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [""13:00-15:30""], ""Tue"": [""13:00-15:30""], ""Wed"": [""13:00-15:30""], ""Thu"": [""13:00-15:30""], ""Fri"": [""13:00-15:30""], ""Sat"": [""13:00-15:30""], ""Sun"": [""13:00-15:30""]}",7,17.5,7,2.5,141,English,4,0,2,0,1,1,3,3,2.5,3,
g911482-d2365394,La Llosa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Avda porta Diagonal 40, 08940 Cornella de Llobregat Spain",41.352234,2.090528,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#25 of 162 Restaurants in Cornella de Llobregat,#25 of 194 places to eat in Cornella de Llobregat,"Mid-range, Steakhouse, Mediterranean, European",€€-€€€,,"Lunch, Dinner, Breakfast","Steakhouse, Mediterranean, Spanish, European",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",N,N,N,"{""Mon"": [""07:30-00:00""], ""Tue"": [""07:30-00:00""], ""Wed"": [""07:30-00:00""], ""Thu"": [""07:30-00:00""], ""Fri"": [""07:30-00:00""], ""Sat"": [""07:30-00:00""], ""Sun"": []}",6,99,6,4,129,English,14,7,6,0,1,0,4,4,3.5,4,
g911482-d2367012,Plats,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"C/ Mossèn Joaquim Palet, núm. 5 08940, 08940 Cornella de Llobregat Spain",41.359364,2.073375,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#3 of 162 Restaurants in Cornella de Llobregat,#3 of 194 places to eat in Cornella de Llobregat,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, European, Spanish, Catalan, Contemporary","Vegetarian Friendly, Gluten Free Options",,Y,N,Y,"{""Mon"": [], ""Tue"": [""13:30-16:30""], ""Wed"": [""13:30-23:30""], ""Thu"": [""13:30-16:30"", ""21:00-23:30""], ""Fri"": [""13:30-16:30"", ""21:00-23:30""], ""Sat"": [""13:30-16:30"", ""21:00-23:30""], ""Sun"": []}",5,29.5,8,4.5,555,English,6,6,0,0,0,0,5,4.5,4.5,4.5,
g911482-d2392520,Bar La Patata,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Calle Maria Ramoneda 40, 08940 Cornella de Llobregat Spain",41.361298,2.077925,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#7 of 162 Restaurants in Cornella de Llobregat,#7 of 194 places to eat in Cornella de Llobregat,"Cheap Eats, Bar, Spanish",€,,"Lunch, Dinner, After-hours","Bar, Spanish",,"Takeout, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""19:00-00:00""], ""Tue"": [], ""Wed"": [], ""Thu"": [""13:00-16:00"", ""19:00-00:00""], ""Fri"": [""13:00-16:00"", ""19:00-00:00""], ""Sat"": [""13:00-16:00"", ""19:00-00:00""], ""Sun"": [""13:00-16:00"", ""19:00-00:00""]}",5,37,9,4,577,English,9,7,1,1,0,0,4,4,4,3.5,
g911482-d2715746,Los Arcos Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Avenida Del Parque, 55 Near Plaza Catalunya de Cornella, 08940 Cornella de Llobregat Spain",41.3596,2.076592,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#5 of 162 Restaurants in Cornella de Llobregat,#5 of 194 places to eat in Cornella de Llobregat,"Mid-range, Bar, Mediterranean, European",€€-€€€,€15-€30,,"Bar, Mediterranean, Spanish, European","Vegan Options, Vegetarian Friendly",,Y,Y,N,"{""Mon"": [], ""Tue"": [""18:00-23:30""], ""Wed"": [""18:00-23:30""], ""Thu"": [""18:00-23:30""], ""Fri"": [""18:00-02:00""], ""Sat"": [""12:30-16:30"", ""18:00-02:00""], ""Sun"": []}",5,36.5,6,4.5,339,English,16,12,3,0,1,0,4.5,4.5,4,4.5,
g911482-d3253367,Muerde La Pasta Splau,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"Avda. Baix Llobregat s/n Centro Comercial Splau, 08940 Cornella de Llobregat Spain",41.347626,2.079057,Claimed,,#2 of 2 Quick Bites in Cornella de Llobregat,#138 of 194 places to eat in Cornella de Llobregat,"Cheap Eats, Quick Bites, Italian, Fast food",€,,"Lunch, Dinner, After-hours","Italian, Fast food, Mediterranean, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""13:00-16:30""], ""Tue"": [""13:00-16:30""], ""Wed"": [""13:00-16:30""], ""Thu"": [""13:00-16:30""], ""Fri"": [""13:00-16:30""], ""Sat"": [""12:30-16:30""], ""Sun"": [""13:00-16:30""]}",7,25,7,3,712,English,15,6,4,2,2,1,3,3,3.5,3,
g911482-d3693527,El Brot De L'All i Oli,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Cornella de Llobregat""]",Spain,Catalonia,Province of Barcelona,,"General Manso, 21 General Manso, 21, 08940, Cornellà de Llobregat, Cataluña, 08940 Cornella de Llobregat Spain",41.351707,2.076372,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014",#2 of 162 Restaurants in Cornella de Llobregat,#2 of 194 places to eat in Cornella de Llobregat,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish, Healthy, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00""], ""Wed"": [""13:00-16:00""], ""Thu"": [""13:00-16:00""], ""Fri"": [""13:00-16:00""], ""Sat"": [""13:00-16:00""], ""Sun"": [""13:00-16:00""]}",6,18,6,4.5,625,English,22,14,5,2,1,0,4.5,4.5,4,4,
