restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
g187497-d2256948,Bar Upiaywasi,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Allada Vermell, 11, 08003 Barcelona Spain",41.3869,2.181005,Claimed,,#8392 of 8661 Restaurants in Barcelona,#9200 of 10645 places to eat in Barcelona,"Mid-range, Bar, Spanish",€€-€€€,,,"Bar, Spanish",,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar",N,N,N,"{""Mon"": [""11:00-02:00""], ""Tue"": [""11:00-02:00""], ""Wed"": [""11:00-02:00""], ""Thu"": [""11:00-02:00""], ""Fri"": [""11:00-03:00""], ""Sat"": [""11:00-03:00""], ""Sun"": [""11:00-02:00""]}",7,107,7,2.5,168,English,73,13,19,9,8,24,2.5,3,2.5,3.5,
g187497-d2263546,Un Capítol de Viêtnam,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"C / Napols, 266, 08025 Barcelona Spain",41.40224,2.170556,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017",#873 of 8661 Restaurants in Barcelona,#970 of 10645 places to eat in Barcelona,"Mid-range, Asian, Vietnamese, Vegetarian Friendly",€€-€€€,€15-€30,,"Asian, Vietnamese","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-15:45"", ""20:30-23:45""], ""Tue"": [""13:00-15:45"", ""20:30-23:45""], ""Wed"": [""13:00-15:45"", ""20:30-23:45""], ""Thu"": [""13:00-15:45"", ""20:30-23:45""], ""Fri"": [""13:00-15:45"", ""20:30-23:45""], ""Sat"": [""13:00-15:45"", ""20:30-23:45""], ""Sun"": [""13:00-15:45"", ""20:30-23:45""]}",7,42,14,4,580,English,105,51,28,19,4,3,4,4.5,4,4,
g187497-d2263808,American Soda,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"La Rambla 69 near Liceu, 08001 Barcelona Spain",41.37671,2.1719,Unclaimed,,#8639 of 8661 Restaurants in Barcelona,#9472 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, Spanish",€€-€€€,,"Lunch, Dinner, After-hours","Mediterranean, Spanish",,"Seating, Serves Alcohol, Table Service",N,N,N,,,,,1.5,238,English,140,2,19,9,19,91,2,2,1.5,2,
g187497-d2264175,Via 70,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Rambla dels Caputxins 70 La Rambla, 08002 Barcelona Spain",41.380695,2.173699,Claimed,,#8614 of 8661 Restaurants in Barcelona,#9445 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€10-€40,"After-hours, Drinks","Mediterranean, European, Spanish",,,N,N,N,"{""Mon"": [""07:30-02:00""], ""Tue"": [""07:30-02:00""], ""Wed"": [""07:30-02:00""], ""Thu"": [""07:30-02:00""], ""Fri"": [""07:30-02:00""], ""Sat"": [""07:30-02:00""], ""Sun"": [""07:30-02:00""]}",7,129.5,7,2,540,English,197,16,23,30,23,105,2,2.5,2,2.5,
g187497-d2277296,Can Eusebio,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Vila I Vila n84, 08004 Barcelona Spain",41.37432,2.168472,Claimed,,#4916 of 8661 Restaurants in Barcelona,#5476 of 10645 places to eat in Barcelona,"Cheap Eats, Spanish",€,,"Lunch, Dinner, After-hours, Drinks",Spanish,,"Reservations, Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Table Service",N,N,N,"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-01:30""], ""Sat"": [""07:00-01:30""], ""Sun"": []}",6,105,6,3.5,428,English,102,36,28,18,10,10,3.5,3.5,4,3.5,
g187497-d2290510,La Pineda Xarcuteria,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer del Pi, 16, 08002 Barcelona Spain",41.383854,2.173939,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2014",#1126 of 8661 Restaurants in Barcelona,#1245 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, Spanish, Wine Bar",€€-€€€,€20-€30,,"Mediterranean, Spanish, Wine Bar, Catalan",Gluten Free Options,,N,N,Y,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [""09:00-22:00""], ""Sun"": [""09:00-15:00""]}",7,84,7,4,270,English,79,48,18,6,3,4,4.5,4.5,4,4.5,
g187497-d2291674,El Xalet de Montjuic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Av. Miramar 31, 08038 Barcelona Spain",41.36922,2.164184,Claimed,Certificate of Excellence 2013,#1611 of 8661 Restaurants in Barcelona,#1776 of 10645 places to eat in Barcelona,"Fine Dining, International, Spanish, Healthy",€€€€,€30-€60,,"Spanish, Catalan, International, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00"", ""20:00-23:00""], ""Wed"": [""13:00-16:00"", ""20:00-23:00""], ""Thu"": [""13:00-16:00"", ""20:00-23:00""], ""Fri"": [""13:00-16:00"", ""20:00-23:00""], ""Sat"": [""13:00-16:00"", ""20:00-23:00""], ""Sun"": [""13:00-16:00"", ""20:00-23:00""]}",6,36,12,3.5,915,English,317,98,95,63,29,32,3.5,3.5,3,4,
g187497-d2294787,La Galera,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer del Regomir 28, 08002 Barcelona Spain",41.381065,2.180163,Unclaimed,Certificate of Excellence 2017,#3027 of 8661 Restaurants in Barcelona,#3345 of 10645 places to eat in Barcelona,"Cheap Eats, Mediterranean, European, Spanish",€,,"Lunch, Dinner","European, Spanish, Mediterranean",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-01:00""], ""Tue"": [""12:00-01:00""], ""Wed"": [""12:00-01:00""], ""Thu"": [""12:00-01:00""], ""Fri"": [""12:00-01:00""], ""Sat"": [""20:00-01:00""], ""Sun"": []}",6,70,6,3.5,188,English,80,33,30,6,2,9,3.5,4,4,4,
g187497-d2295507,Mussol Arenas,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Centre Comercial Arenas. Planta Cúpula Gran Via de les Corts Catalanes, 373 -385, 08015 Barcelona Spain",41.375984,2.149248,Claimed,,#3874 of 8661 Restaurants in Barcelona,#4302 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€9-€25,,"Mediterranean, European, Spanish, Catalan",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""13:00-17:00""], ""Tue"": [""13:00-17:00""], ""Wed"": [""13:00-17:00""], ""Thu"": [""13:00-17:00""], ""Fri"": [""13:00-17:00""], ""Sat"": [""13:00-17:00""], ""Sun"": [""13:00-17:00""]}",7,28,7,3.5,1152,English,231,47,65,55,22,42,3.5,3.5,3.5,3.5,
g187497-d2295847,El Xiringo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Cr. Sant Carles no23 La Barceloneta, 08003 Barcelona Spain",41.379463,2.190769,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#276 of 8661 Restaurants in Barcelona,#311 of 10645 places to eat in Barcelona,"Mid-range, Seafood, Mediterranean, European",€€-€€€,€20-€40,,"Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [""13:00-16:00"", ""20:00-23:00""], ""Wed"": [""13:00-16:00"", ""20:00-23:00""], ""Thu"": [""13:00-16:00"", ""20:00-23:00""], ""Fri"": [""13:00-16:00"", ""20:00-23:00""], ""Sat"": [""13:00-16:00"", ""20:00-23:00""], ""Sun"": [""13:00-16:00""]}",6,33,11,4.5,352,English,84,66,9,4,4,1,4.5,4.5,4.5,4,
g187497-d2296422,Bar Bacaro,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Jerusalem 6 Loc 1, 08001 Barcelona Spain",41.38129,2.17145,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#337 of 8661 Restaurants in Barcelona,#377 of 10645 places to eat in Barcelona,"Mid-range, Italian, Mediterranean, European",€€-€€€,,"Lunch, Dinner, After-hours","Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:30-23:30""], ""Tue"": [""13:30-23:30""], ""Wed"": [""13:30-23:30""], ""Thu"": [""13:30-23:30""], ""Fri"": [""13:30-23:30""], ""Sat"": [""13:30-23:30""], ""Sun"": []}",6,60,6,4.5,527,English,106,78,22,4,0,2,4.5,4.5,4,4,"pasta, pappardella, beef and pork, sardines, panna cotta"
g187497-d2296742,Federal Cafe Parlament,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Parlament 39 08015, 08015 Barcelona Spain",41.37687,2.16304,Claimed,,#2162 of 8661 Restaurants in Barcelona,#2375 of 10645 places to eat in Barcelona,"Mid-range, Cafe, International, Healthy",€€-€€€,,"Breakfast, Lunch, Brunch, After-hours, Drinks","Cafe, Healthy, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-16:00""], ""Tue"": [""09:00-16:00""], ""Wed"": [""09:00-16:00""], ""Thu"": [""09:00-16:00""], ""Fri"": [""09:00-16:00""], ""Sat"": [""09:00-16:00""], ""Sun"": [""09:00-16:00""]}",7,49,7,3.5,1151,English,567,220,156,68,46,77,4,3,3.5,4,"brunch, shakshuka, eggs benedict, ham, salmon"
g187497-d2299241,Pez Vela Chiringuito,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Paseo del Mare Nostrum 19/21 bajos del Hotel W, “HotelVela”, 08039 Barcelona Spain",41.369366,2.189993,Claimed,,#1511 of 8661 Restaurants in Barcelona,#1664 of 10645 places to eat in Barcelona,"Mid-range, Seafood, Mediterranean, European",€€-€€€,,"Lunch, Dinner, Brunch, After-hours","Seafood, Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Waterfront, Beach",Y,Y,Y,"{""Mon"": [""13:00-16:00"", ""20:00-23:30""], ""Tue"": [""13:00-16:00"", ""20:00-23:30""], ""Wed"": [""13:00-16:00"", ""20:00-23:30""], ""Thu"": [""13:00-16:00"", ""20:00-23:30""], ""Fri"": [""13:00-16:00"", ""20:00-00:00""], ""Sat"": [""13:00-16:00"", ""20:00-00:00""], ""Sun"": [""13:00-16:00"", ""20:00-23:30""]}",7,46.5,14,4,1697,English,508,189,150,76,44,49,4,3.5,3.5,4,"rice, paella, tapas, ham croquettes, potatoes"
g187497-d2302372,Koska Taverna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Blai 8, 08004 Barcelona Spain",41.373127,2.166058,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1328 of 8661 Restaurants in Barcelona,#1470 of 10645 places to eat in Barcelona,"Mid-range, Bar, Mediterranean, European",€€-€€€,€11-€22,"Lunch, Dinner, Brunch, After-hours, Drinks","Bar, European, Spanish, Mediterranean",,,N,N,N,"{""Mon"": [], ""Tue"": [""18:00-00:00""], ""Wed"": [""18:00-00:00""], ""Thu"": [""18:00-00:00""], ""Fri"": [""18:00-00:00""], ""Sat"": [""12:00-00:00""], ""Sun"": [""12:00-00:00""]}",6,48,6,4.5,181,English,56,35,18,1,1,1,4.5,4.5,4,4,
g187497-d2302465,"La Tagliatella Av/ Diagonal, 431, Barcelona","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Avda. Diagonal, 431, 08036 Barcelona Spain",41.394527,2.151871,Claimed,Certificate of Excellence 2014,#3358 of 8661 Restaurants in Barcelona,#3715 of 10645 places to eat in Barcelona,"Mid-range, Italian, Pizza, European",€€-€€€,,"Dinner, Lunch, After-hours","Italian, Pizza, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""13:00-16:30""], ""Tue"": [""13:00-16:30""], ""Wed"": [""13:00-16:30""], ""Thu"": [""13:00-16:30""], ""Fri"": [""13:00-16:30""], ""Sat"": [""13:00-16:30""], ""Sun"": [""13:00-16:30""]}",7,24.5,7,3.5,157,English,42,17,12,7,3,3,4,3.5,3.5,4,
g187497-d2305978,Restaurante Puerto Plata,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer Tragi, 1, 08003 Barcelona Spain",41.385597,2.178606,Claimed,Certificate of Excellence 2018,#2514 of 8661 Restaurants in Barcelona,#2764 of 10645 places to eat in Barcelona,"Cheap Eats, Caribbean",€,,"Lunch, Dinner, After-hours",Caribbean,,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""13:00-01:00""], ""Wed"": [""13:00-01:00""], ""Thu"": [""13:00-01:00""], ""Fri"": [""13:00-01:00""], ""Sat"": [""13:00-01:00""], ""Sun"": [""13:00-01:00""]}",6,72,6,4,108,English,17,15,1,0,0,1,4,4,4,3.5,
g187497-d2306272,Bar Terraza La Dolce Vitae,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Passeig de Gracia 68 Majestic Hotel Rooftop, 08007 Barcelona Spain",41.39349,2.163997,Claimed,Certificate of Excellence 2019,#2414 of 8661 Restaurants in Barcelona,#2655 of 10645 places to eat in Barcelona,"Mid-range, Bar, Mediterranean, European",€€-€€€,,,,,,N,N,N,"{""Mon"": [""11:00-19:00""], ""Tue"": [""11:00-19:00""], ""Wed"": [""11:00-19:00""], ""Thu"": [""11:00-19:00""], ""Fri"": [""11:00-19:00""], ""Sat"": [""11:00-19:00""], ""Sun"": [""11:00-19:00""]}",7,56,7,4,150,English,61,25,23,5,5,3,4,3.5,3.5,4.5,
g187497-d2314334,Rabipelao Raval Arepas and Tropical Cocktails,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"C/ Riera Alta, 50, 08001 Barcelona Spain",41.380398,2.164443,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1500 of 8661 Restaurants in Barcelona,#1653 of 10645 places to eat in Barcelona,"Cheap Eats, Caribbean, Latin, Venezuelan",€,€4-€10,,"Latin, Caribbean, Venezuelan",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""19:30-02:30""], ""Tue"": [""19:30-02:30""], ""Wed"": [""19:30-02:30""], ""Thu"": [""19:30-02:30""], ""Fri"": [""19:30-03:00""], ""Sat"": [""19:30-03:00""], ""Sun"": [""19:00-02:30""]}",7,50.5,7,4.5,164,English,40,28,9,1,1,1,4.5,4,4.5,4.5,
g187497-d2314335,Cera 23,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer de la Cera, 23, 08001 Barcelona Spain",41.37892,2.166271,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#66 of 8661 Restaurants in Barcelona,#75 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€17-€33,"Lunch, Dinner","Mediterranean, European, Spanish, Catalan, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options","Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Gift Cards Available, Reservations, Seating, Accepts Credit Cards, Table Service",Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [""13:00-17:00"", ""19:00-01:00""], ""Sun"": [""13:00-17:00"", ""19:00-01:00""]}",2,20,4,4.5,5045,English,2462,1920,397,97,40,8,4.5,4.5,4.5,4.5,"blackberry mojito, beef cheeks, black rice, octopus, risotto"
g187497-d2314343,Zona d'Ombra,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Sant Domenec del call, 12, 08002 Barcelona Spain",41.382782,2.175515,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#645 of 8661 Restaurants in Barcelona,#715 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner, After-hours, Drinks","Mediterranean, European, Spanish, Wine Bar",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:30-23:00""], ""Tue"": [""12:30-23:00""], ""Wed"": [""12:30-23:00""], ""Thu"": [""12:30-23:00""], ""Fri"": [""12:30-23:45""], ""Sat"": [""12:30-23:45""], ""Sun"": [""12:30-23:00""]}",7,75,7,4.5,338,English,162,114,38,5,3,2,4.5,4.5,4,4.5,"tapas, wine bar, by the glass, gothic quarter, spanish wine"
g187497-d2314979,Escriba,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Rambla de les Flors, 83, 08024 Barcelona Spain",41.381676,2.172791,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#31 of 445 Coffee & Tea in Barcelona,#847 of 10645 places to eat in Barcelona,"Mid-range, Bakeries, Cafe, European",€€-€€€,,,,,,N,N,N,"{""Mon"": [""09:00-21:00""], ""Tue"": [""09:00-21:00""], ""Wed"": [""09:00-21:00""], ""Thu"": [""09:00-21:00""], ""Fri"": [""09:00-21:00""], ""Sat"": [""09:00-21:00""], ""Sun"": [""09:00-21:00""]}",7,84,7,4.5,1822,English,605,397,133,35,17,23,4.5,4,4,4.5,"pastry, cakes, la rambla, crema catalana, boqueria market"
g187497-d2315681,Casa Carmen Sarrià,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Avinguda de Sarria 10, 08029 Barcelona Spain",41.39029,2.145979,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2014, Certificate of Excellence 2013",#1480 of 8661 Restaurants in Barcelona,#1632 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€10-€20,,"Mediterranean, European, Spanish, Catalan, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""13:00-16:00"", ""20:00-23:00""], ""Tue"": [""13:00-16:00"", ""20:00-23:00""], ""Wed"": [""13:00-16:00"", ""20:00-23:00""], ""Thu"": [""13:00-16:00"", ""20:00-23:00""], ""Fri"": [""13:00-16:00"", ""20:00-23:00""], ""Sat"": [""13:00-16:00"", ""20:00-23:30""], ""Sun"": [""13:00-16:00"", ""20:00-23:30""]}",7,43,14,4,540,English,82,39,29,4,7,3,4,4,4,4.5,
g187497-d2316095,Terra d'Escudella,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Premia 20, baixos, 08014 Barcelona Spain",41.376247,2.139058,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1106 of 8661 Restaurants in Barcelona,#1224 of 10645 places to eat in Barcelona,"Mid-range, Catalan, Vegetarian Friendly, Vegan Options",€€-€€€,,"Lunch, Dinner",Catalan,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-17:00""], ""Tue"": [""09:00-17:00""], ""Wed"": [""09:00-17:00""], ""Thu"": [""09:00-00:00""], ""Fri"": [""09:00-00:00""], ""Sat"": [""13:00-00:00""], ""Sun"": []}",6,65,6,4,269,English,26,12,10,3,0,1,4.5,4,4.5,4,
g187497-d2317312,Restaurante La Mar bella,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Calle Taulat, 81, 08005 Barcelona Spain",41.398624,2.204503,Claimed,,#7124 of 8661 Restaurants in Barcelona,#7845 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,Dinner,"European, Spanish, Mediterranean",,"Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Table Service, Full Bar",N,N,N,"{""Mon"": [""07:00-00:00""], ""Tue"": [""07:00-00:00""], ""Wed"": [""07:00-00:00""], ""Thu"": [""07:00-00:00""], ""Fri"": [""07:00-00:00""], ""Sat"": [""07:00-00:00""], ""Sun"": [""07:00-00:00""]}",7,119,7,3,110,English,18,2,6,2,2,6,3,3.5,3,3.5,
g187497-d2318128,La Cuina d'en Garriga,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer d'Enric Granados, 58, 08008 Barcelona Spain",41.39188,2.157342,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012",#675 of 8661 Restaurants in Barcelona,#747 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,€15-€45,,"Mediterranean, European, Spanish, Catalan","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [], ""Tue"": [], ""Wed"": [""13:00-23:00""], ""Thu"": [""13:00-23:00""], ""Fri"": [""13:00-23:00""], ""Sat"": [""13:00-23:00""], ""Sun"": [""13:00-23:00""]}",5,50,5,4.5,777,English,241,155,59,13,8,6,4.5,4.5,4,4.5,"pate, chocolate cake, passeig de gracia, tomato, specialties"
g187497-d2318625,Tapa Tapa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Gran Via de las Corts Catalanes 373 Centro comercial de Las Arenas, 08015 Barcelona Spain",41.37611,2.150035,Claimed,,#2431 of 8661 Restaurants in Barcelona,#2673 of 10645 places to eat in Barcelona,"Mid-range, Bar, Mediterranean, European",€€-€€€,€10-€20,"Lunch, After-hours","Bar, Mediterranean, European, Spanish, Catalan, Pub",Vegetarian Friendly,"Takeout, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Free Wifi, Accepts Credit Cards, Table Service",Y,N,N,"{""Mon"": [""10:00-17:00""], ""Tue"": [""10:00-17:00""], ""Wed"": [""10:00-17:00""], ""Thu"": [""10:00-17:00""], ""Fri"": [""10:00-17:00""], ""Sat"": [""12:00-17:00""], ""Sun"": [""12:00-17:00""]}",7,45,7,3.5,1575,English,459,134,148,83,51,43,3.5,3.5,3,3.5,"tapas, bread, chain restaurant, fountain show, fast service"
g187497-d2321410,La Cala Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Carrer de la Reina Cristina, 2, 08003 Barcelona Spain",41.38115,2.183284,Claimed,,#3827 of 8661 Restaurants in Barcelona,#4247 of 10645 places to eat in Barcelona,"Mid-range, Mediterranean, European, Spanish",€€-€€€,,"Lunch, Dinner","Mediterranean, European, Spanish, Catalan",Vegetarian Friendly,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",Y,N,N,"{""Mon"": [""06:00-02:30""], ""Tue"": [""06:00-02:30""], ""Wed"": [""06:00-02:30""], ""Thu"": [""06:00-02:30""], ""Fri"": [""06:00-03:30""], ""Sat"": [""06:00-03:30""], ""Sun"": [""06:00-02:30""]}",7,145.5,7,3.5,299,English,113,29,43,12,9,20,3.5,3.5,3.5,3.5,
g187497-d2321735,Tlaxcal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Spain,Catalonia,Province of Barcelona,,"Comercio 27, 08003 Barcelona Spain",41.384903,2.184268,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013",#542 of 8661 Restaurants in Barcelona,#603 of 10645 places to eat in Barcelona,"Mid-range, Mexican, Latin, Central American",€€-€€€,€15-€25,,"Latin, Mexican, Central American","Vegan Options, Gluten Free Options, Vegetarian Friendly",,Y,Y,Y,"{""Mon"": [""13:00-16:00"", ""20:00-00:00""], ""Tue"": [""13:00-16:00"", ""20:00-00:00""], ""Wed"": [""13:00-16:00"", ""20:00-00:00""], ""Thu"": [""13:00-16:00"", ""20:00-00:00""], ""Fri"": [""13:00-16:00"", ""20:00-00:00""], ""Sat"": [""13:00-00:00""], ""Sun"": [""13:00-00:00""]}",7,57,12,4.5,896,English,230,151,49,15,7,8,4.5,4,4,4,
